Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",15,5,3,18,10,3.0,,,,,,,4.0,3.0,2.0,,,,,,,,
3,"Bairstow, Mark",11,1,4,15,,,,1.0,,,,,1.0,1.0,,,,,,,,,
6,"Barnes, John",7,4,4,11,1,,14.0,1.0,,,,,4.0,1.0,,,,,,,,,
9,"Breuer, Shayne",7,3,8,15,3,2.0,,1.0,,,,,,,,,,,,,,,
16,"Brownless, Bill",7,4,3,10,,1.0,,,,,,,4.0,1.0,,,,,,,,,
40,"Brown, Paul",,,1,1,,,,,,,,,,,,,,,,,,,
2,"Colbert, Leigh",14,6,5,19,,1.0,,7.0,,,,,,2.0,,,,,,,,,
7,"Couch, Paul",18,2,4,22,1,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
28,"Darcy, Tim",4,,1,5,,,1.0,,,,,,3.0,,,,,,,,,,
42,"Hickmott, Adrian",6,3,9,15,1,1.0,,5.0,,,,,2.0,1.0,,,,,,,,,
29,"Hinkley, Ken",12,3,5,17,,1.0,,3.0,,,,,,1.0,,,,,,,,,
1,"Hocking, Steve",2,,3,5,,,,2.0,,,,,,,,,,,,,,,
21,"Mansfield, Michael",12,8,7,19,1,,,1.0,,,,,3.0,2.0,3.0,,,,,,,,
17,"McGrath, Tim",9,,2,11,,,,,,,,,3.0,,,,,,,,,,
20,"OReilly, Stephen",9,1,2,11,,,2.0,2.0,,,,,2.0,2.0,,,,,,,,,
15,"Riccardi, Peter",9,4,8,17,,,,4.0,,,,,1.0,1.0,,,,,,,,,
37,"Simpson, Sean",14,5,1,15,,,,,,,,,1.0,,,,,,,,,,
26,"Stoneham, Barry",8,4,5,13,1,2.0,10.0,4.0,,,,,3.0,1.0,,,,,,,,,
10,"Tanner, Grant",6,,,6,1,,,2.0,,,,,1.0,,,,,,,,,,
11,"Tudor, Leigh",4,1,,4,1,,,,,,,,,,,,,,,,,,
4,"Wills, Andrew",3,2,2,5,2,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,56,77,254,22,13.0,27.0,35.0,,,,,33.0,17.0,5.0,,,,,,,,
Opposition,Opposition,167,54,111,278,17,13.0,21.0,40.0,,,,,17.0,33.0,1.0,,,,,,,,
