Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 172d,103 (50-2-51 49.51%),60 (0.58),←,
18,"Cameron, Leon",20y 284d,51 (26-1-24 51.96%),24 (0.47),←,
6,"Campbell, Tony",25y 304d,105 (58-0-47 55.24%),63 (0.60),30 (19-0-11 63.33%),2 (0.07)
20,"Coleman, Glenn",32y 130d,194 (106-2-86 55.15%),115 (0.59),69 (38-1-30 55.80%),51 (0.74)
31,"Darcy, Anthony",21y 83d,7 (2-0-5 28.57%),1 (0.14),6 (2-0-4 33.33%),1 (0.17)
26,"Del-Re, Danny",25y 121d,55 (31-1-23 57.27%),133 (2.42),←,
47,"Ellen, Shane",20y 163d,4 (2-0-2 50.00%),,←,
32,"Foster, Peter",33y 11d,166 (88-3-75 53.92%),58 (0.35),159 (85-3-71 54.40%),56 (0.35)
29,"Grant, Chris",20y 182d,66 (36-1-29 55.30%),132 (2.00),←,
7,"Hawkins, Doug",33y 39d,298 (126-4-168 42.95%),207 (0.69),←,
10,"Hunter, Mark",27y 283d,84 (39-2-43 47.62%),2 (0.02),←,
4,"Kellett, Nigel",23y 177d,47 (25-0-22 53.19%),21 (0.45),←,
21,"Kolyniuk, Steven",22y 343d,71 (35-1-35 50.00%),88 (1.24),←,
39,"Liberatore, Tony",27y 122d,94 (53-1-40 56.91%),56 (0.60),←,
2,"Reynolds, Keenan",24y 157d,52 (29-0-23 55.77%),20 (0.38),←,
5,"Smith, Rohan",20y 13d,17 (12-0-5 70.59%),14 (0.82),←,
17,"Standfield, Barry",23y 120d,42 (24-0-18 57.14%),17 (0.40),←,
8,"Toohey, Bernard",30y 115d,255 (131-1-123 51.57%),114 (0.45),32 (21-0-11 65.63%),3 (0.09)
14,"West, Scott",18y 211d,10 (5-0-5 50.00%),12 (1.20),←,
15,"Wynd, Scott",23y 139d,88 (44-1-43 50.57%),11 (0.13),←,
Totals,Totals,24y 341d,1809 (922-20-867 50.97%),1148 (0.63),,
C,"Wheeler, Terry",38y 92d,79 (43-1-35 55.06%),,←,
