Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",7,5,4,11,,,,,,3.0,,1.0,1.0,,,5.0,6.0,1.0,,7.0,,,62.0
7,"Berry, Jarrod",11,4,13,24,1,,,1.0,2.0,2.0,1.0,,4.0,,,6.0,18.0,,1.0,1.0,,1.0,84.0
23,"Cameron, Charlie",8,4,6,14,,1.0,,2.0,,1.0,,2.0,1.0,,,4.0,10.0,,2.0,1.0,1.0,,90.0
3,"Christensen, Allen",11,6,4,15,1,,,2.0,3.0,3.0,2.0,4.0,1.0,2.0,,5.0,10.0,1.0,,,,1.0,74.0
27,"Gardiner, Darcy",11,7,4,15,,,,2.0,3.0,,,1.0,1.0,1.0,,5.0,11.0,,,5.0,,,95.0
30,"Hipwood, Eric",9,5,,9,1,2.0,,3.0,,2.0,,6.0,,3.0,,2.0,7.0,1.0,2.0,2.0,,,86.0
2,"Hodge, Luke",11,9,7,18,,,,5.0,2.0,,,3.0,1.0,2.0,,3.0,12.0,,,2.0,,,83.0
17,"Lyons, Jarryd",5,,8,13,,1.0,,2.0,,3.0,2.0,2.0,,1.0,,7.0,6.0,,,1.0,,,75.0
12,"Martin, Stefan",7,2,6,13,1,,13.0,1.0,1.0,3.0,6.0,3.0,2.0,3.0,,8.0,4.0,,1.0,2.0,,,89.0
36,"Mathieson, Rhys",5,2,6,11,,,,1.0,,3.0,,4.0,,3.0,,5.0,6.0,,,,,,63.0
11,"McCarthy, Lincoln",7,2,5,12,,,,1.0,,4.0,2.0,5.0,,3.0,,5.0,8.0,,1.0,,1.0,,87.0
6,"McCluggage, Hugh",18,6,3,21,2,1.0,,1.0,3.0,3.0,1.0,,,,,6.0,13.0,,,,2.0,,80.0
46,"McInerney, Oscar",2,3,3,5,,,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,,4.0,1.0,2.0,,5.0,,,78.0
25,"McStay, Daniel",4,3,2,6,,1.0,,1.0,,1.0,,1.0,,,,3.0,3.0,1.0,1.0,,,,85.0
9,"Neale, Lachie",8,4,16,24,,1.0,,2.0,1.0,2.0,7.0,1.0,2.0,1.0,,15.0,9.0,,1.0,,,,88.0
16,"Rayner, Cam",7,3,5,12,2,1.0,,1.0,,3.0,,2.0,1.0,1.0,,4.0,8.0,,,1.0,,,81.0
10,"Rich, Daniel",19,9,5,24,,,,1.0,8.0,3.0,2.0,4.0,1.0,2.0,,5.0,14.0,,,1.0,,,82.0
18,"Robertson, Nick",10,6,8,18,,,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,3.0,15.0,,,2.0,,,81.0
5,"Robinson, Mitch",9,5,9,18,,,,5.0,2.0,3.0,,4.0,2.0,1.0,,7.0,12.0,,,1.0,,,82.0
14,"Walker, Josh",12,12,5,17,,,,2.0,2.0,,,1.0,1.0,,,6.0,13.0,3.0,,2.0,,,93.0
29,"Witherden, Alex",20,8,5,25,,,,2.0,8.0,,1.0,3.0,4.0,,,4.0,16.0,,,2.0,,,76.0
15,"Zorko, Dayne",11,3,6,17,,1.0,,10.0,3.0,2.0,4.0,4.0,3.0,2.0,,9.0,7.0,1.0,1.0,,,2.0,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,108,130,342,8,13.0,18.0,49.0,42.0,42.0,30.0,54.0,27.0,27.0,,121.0,209.0,10.0,10.0,35.0,4.0,4.0,
Opposition,Opposition,222,98,175,397,18,15.0,36.0,38.0,34.0,62.0,33.0,53.0,27.0,27.0,6.0,138.0,256.0,12.0,24.0,37.0,10.0,13.0,
