Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
24,"Bews, Jed",23y 282d,50 (28-2-20 58.00%),4 (0.08),←,
46,"Blicavs, Mark",26y 178d,110 (74-2-34 68.18%),35 (0.32),←,
5,"Cockatoo, Nakia",20y 334d,32 (20-1-11 64.06%),25 (0.78),←,
35,"Dangerfield, Patrick",27y 170d,202 (115-1-86 57.18%),232 (1.15),48 (34-1-13 71.88%),69 (1.44)
22,"Duncan, Mitch",26y 104d,159 (116-1-42 73.27%),119 (0.75),←,
26,"Hawkins, Tom",29y 63d,211 (155-2-54 73.93%),438 (2.08),←,
25,"Henderson, Lachie",27y 282d,158 (78-2-78 50.00%),112 (0.71),41 (28-1-12 69.51%),8 (0.20)
8,"Kolodjashnij, Jake",22y 44d,47 (31-2-14 68.09%),,←,
11,"Lang, Darcy",21y 305d,44 (26-1-17 60.23%),31 (0.70),←,
13,"Lonergan, Tom",33y 128d,209 (150-3-56 72.49%),55 (0.26),←,
4,"Mackie, Andrew",33y 46d,280 (207-2-71 74.29%),100 (0.36),←,
27,"Menegola, Sam",25y 199d,30 (20-1-9 68.33%),23 (0.77),←,
10,"Menzel, Daniel",26y 9d,60 (48-0-12 80.00%),109 (1.82),←,
32,"Motlop, Steven",26y 194d,135 (90-2-43 67.41%),175 (1.30),←,
3,"Parfitt, Brandan",19y 148d,15 (11-0-4 73.33%),6 (0.40),←,
14,"Selwood, Joel",29y 119d,249 (188-1-60 75.70%),145 (0.58),←,
16,"Selwood, Scott",27y 179d,154 (80-1-73 52.27%),40 (0.26),19 (13-0-6 68.42%),3 (0.16)
9,"Smith, Zac",27y 212d,109 (43-1-65 39.91%),50 (0.46),44 (30-1-13 69.32%),19 (0.43)
1,"Stanley, Rhys",26y 295d,100 (48-1-51 48.50%),71 (0.71),42 (27-1-14 65.48%),31 (0.74)
44,"Stewart, Tom",24y 191d,21 (14-0-7 66.67%),2 (0.10),←,
7,"Taylor, Harry",31y 102d,229 (169-2-58 74.24%),67 (0.29),←,
2,"Tuohy, Zach",27y 286d,145 (64-2-79 44.83%),46 (0.32),25 (16-1-8 66.00%),6 (0.24)
Totals,Totals,26y 209d,2749 (1775-30-944 64.57%),1885 (0.69),,
C,"Scott, Chris",41y 142d,167 (118-2-47 71.26%),,←,
