Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",34y 68d,315 (166-2-147 53.02%),396 (1.26),205 (131-2-72 64.39%),272 (1.33)
24,"Bews, Jed",24y 219d,67 (38-2-27 58.21%),6 (0.09),←,
46,"Blicavs, Mark",27y 115d,127 (84-2-41 66.93%),35 (0.28),←,
31,"Cunico, Jordan",22y 75d,13 (9-0-4 69.23%),4 (0.31),←,
35,"Dangerfield, Patrick",28y 107d,218 (124-1-93 57.11%),252 (1.16),64 (43-1-20 67.97%),89 (1.39)
22,"Duncan, Mitch",27y 41d,174 (126-1-47 72.70%),124 (0.71),←,
29,"Guthrie, Cameron",25y 336d,135 (88-2-45 65.93%),40 (0.30),←,
26,"Hawkins, Tom",30y,226 (163-2-61 72.57%),479 (2.12),←,
25,"Henderson, Lachie",28y 219d,159 (79-2-78 50.31%),112 (0.70),42 (29-1-12 70.24%),8 (0.19)
38,"Henry, Jack",19y 326d,16 (9-0-7 56.25%),1 (0.06),←,
41,"Jones, Jamaine",19y 295d,6 (5-0-1 83.33%),4 (0.67),←,
11,"Kelly, Tim",23y 360d,17 (10-0-7 58.82%),15 (0.88),←,
8,"Kolodjashnij, Jake",22y 346d,64 (41-2-21 65.63%),,←,
27,"Menegola, Sam",26y 136d,47 (30-1-16 64.89%),39 (0.83),←,
10,"Menzel, Daniel",26y 311d,67 (52-0-15 77.61%),125 (1.87),←,
19,"Narkle, Quinton",20y 230d,4 (2-0-2 50.00%),4 (1.00),←,
3,"Parfitt, Brandan",20y 85d,28 (19-0-9 67.86%),16 (0.57),←,
14,"Selwood, Joel",30y 56d,266 (198-1-67 74.62%),152 (0.57),←,
16,"Selwood, Scott",28y 116d,161 (85-1-75 53.11%),40 (0.25),26 (18-0-8 69.23%),3 (0.12)
1,"Stanley, Rhys",27y 232d,113 (56-1-56 50.00%),77 (0.68),55 (35-1-19 64.55%),37 (0.67)
44,"Stewart, Tom",25y 128d,38 (24-0-14 63.16%),3 (0.08),←,
2,"Tuohy, Zach",28y 223d,162 (74-2-86 46.30%),51 (0.31),42 (26-1-15 63.10%),11 (0.26)
Totals,Totals,25y 316d,2423 (1482-22-919 61.16%),1975 (0.82),,
C,"Scott, Chris",42y 79d,184 (128-2-54 70.11%),,←,
