Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Bowyer, Glen",5,1,5,10,,,,6.0,2.0,3.0,2.0,,,,,6.0,4.0,,,4.0,,,99.0
16,"Camporeale, Scott",22,4,7,29,2,1.0,,1.0,7.0,6.0,2.0,2.0,2.0,1.0,1.0,11.0,17.0,,1.0,1.0,4.0,3.0,99.0
26,"De Luca, Adrian",3,2,3,6,,,9.0,4.0,,2.0,,2.0,,1.0,,2.0,5.0,,,6.0,,,79.0
25,"Fevola, Brendan",14,8,3,17,7,1.0,,3.0,,3.0,,4.0,,1.0,3.0,5.0,10.0,3.0,4.0,,,,100.0
14,"Fisher, Brad",3,2,,3,,1.0,,3.0,1.0,,,,1.0,,,2.0,2.0,,1.0,,,,55.0
2,"Harford, Daniel",1,,,1,,,,,,,1.0,,,,,1.0,,,,1.0,,,16.0
33,"Houlihan, Ryan",16,2,3,19,,,,1.0,13.0,1.0,1.0,2.0,2.0,2.0,,11.0,3.0,2.0,,3.0,1.0,,100.0
10,"Johnson, Brett",5,1,6,11,,,,4.0,,2.0,2.0,2.0,,1.0,,6.0,6.0,,,2.0,,1.0,73.0
12,"Lappin, Matthew",10,5,3,13,3,,,2.0,1.0,6.0,,2.0,,1.0,,5.0,7.0,2.0,2.0,2.0,5.0,1.0,100.0
20,"McGrath, Cory",8,1,4,12,,,,1.0,3.0,2.0,1.0,5.0,1.0,2.0,,4.0,8.0,,,3.0,1.0,,82.0
3,"Morrell, Digby",12,5,,12,,,,,5.0,,,3.0,1.0,1.0,,5.0,4.0,2.0,,3.0,1.0,,100.0
19,"Mott, Ricky",1,1,,1,,,2.0,,,1.0,,,,,,,1.0,,,,,,21.0
37,"Norman, Karl",9,3,2,11,,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,,5.0,6.0,,,4.0,1.0,,94.0
28,"Prendergast, Ian",7,4,7,14,,1.0,7.0,3.0,2.0,4.0,2.0,1.0,,,,8.0,5.0,2.0,,,,,97.0
29,"Scotland, Heath",9,3,2,11,,,,2.0,1.0,3.0,,2.0,,1.0,,5.0,6.0,,,2.0,,2.0,75.0
6,"Simpson, Kade",6,3,3,9,1,1.0,1.0,3.0,,2.0,2.0,3.0,,,,6.0,3.0,1.0,2.0,1.0,1.0,,82.0
24,"Stevens, Nick",8,,12,20,1,,,3.0,1.0,3.0,5.0,5.0,2.0,,,13.0,6.0,,,1.0,,1.0,94.0
15,"Teague, David",6,3,2,8,,,,1.0,3.0,,1.0,2.0,2.0,,,4.0,5.0,,,8.0,,,100.0
32,"Thornton, Bret",4,2,3,7,,,,2.0,3.0,,,,,,,2.0,4.0,,,6.0,1.0,,100.0
1,"Walker, Andrew",1,,1,2,,,,,,,,,,,,,2.0,,,1.0,,,38.0
8,"Whitnall, Lance",7,3,5,12,,,10.0,3.0,1.0,2.0,3.0,1.0,1.0,,,7.0,5.0,,,4.0,3.0,1.0,100.0
34,"Wiggins, Simon",4,2,3,7,,,,4.0,,1.0,1.0,3.0,,2.0,,4.0,3.0,,,1.0,,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,55,74,235,14,7.0,30.0,48.0,44.0,43.0,25.0,43.0,13.0,14.0,4.0,112.0,112.0,12.0,10.0,53.0,18.0,9.0,
Opposition,Opposition,172,76,112,284,12,15.0,43.0,37.0,25.0,56.0,37.0,45.0,14.0,13.0,2.0,124.0,164.0,14.0,21.0,43.0,7.0,7.0,
