Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",10,,8,18,1,,,3.0,3.0,3.0,10.0,4.0,2.0,1.0,,15.0,4.0,,,1.0,,,71.0
13,"Ah Chee, Callum",8,3,6,14,2,1.0,,2.0,,2.0,1.0,3.0,,2.0,,4.0,9.0,,1.0,1.0,,2.0,76.0
39,"Davis, Ryan",10,1,2,12,2,2.0,,5.0,,3.0,2.0,2.0,2.0,1.0,,9.0,3.0,,,1.0,,1.0,82.0
12,"Day, Sam",8,5,6,14,,,3.0,1.0,3.0,2.0,,5.0,1.0,2.0,,6.0,9.0,1.0,,2.0,,,92.0
41,"Garlett, Jarrod",7,5,3,10,1,1.0,,8.0,,2.0,1.0,4.0,2.0,1.0,,6.0,6.0,,1.0,1.0,,,76.0
33,"Hall, Aaron",20,3,9,29,,1.0,,6.0,,8.0,7.0,7.0,1.0,2.0,,13.0,17.0,,,2.0,2.0,1.0,77.0
5,"Harbrow, Jarrod",16,12,11,27,,,,4.0,8.0,1.0,1.0,4.0,,1.0,2.0,7.0,19.0,1.0,,2.0,2.0,,87.0
38,"Joyce, Jesse",6,2,,6,,,,,1.0,1.0,,2.0,,1.0,,,7.0,,,3.0,,,76.0
28,"Kolodjashnij, Kade",4,3,12,16,,,,2.0,2.0,,,1.0,,1.0,,2.0,15.0,,,,,,90.0
19,"Lynch, Tom",8,7,4,12,5,,,2.0,,2.0,,2.0,,2.0,,6.0,6.0,3.0,5.0,,,2.0,98.0
7,"Malceski, Nick",11,6,8,19,,,,4.0,2.0,2.0,,4.0,,2.0,,3.0,15.0,,,1.0,,2.0,78.0
4,"Martin, Jack",14,9,15,29,,,,4.0,5.0,2.0,,3.0,,,,7.0,22.0,1.0,,3.0,3.0,,79.0
32,"Matera, Brandon",11,5,6,17,3,,,1.0,,3.0,1.0,1.0,1.0,,,7.0,12.0,,1.0,3.0,1.0,1.0,87.0
17,"May, Steven",11,9,7,18,,,1.0,1.0,3.0,1.0,,2.0,1.0,,,1.0,16.0,,,11.0,,,98.0
11,"Miller, Touk",12,6,15,27,1,,,11.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,14.0,14.0,,,,,1.0,80.0
22,"Nicholls, Tom",5,2,11,16,,,31.0,7.0,1.0,,3.0,3.0,1.0,1.0,,11.0,4.0,1.0,,3.0,,,91.0
10,"Prestia, Dion",14,5,17,31,,,,8.0,2.0,6.0,7.0,4.0,3.0,2.0,,14.0,16.0,,,,1.0,1.0,88.0
35,"Rischitelli, Michael",,,,,,,,,,,,,,,,,,,,,,,4.0
6,"Sexton, Alex",10,2,7,17,2,,,1.0,,4.0,1.0,2.0,1.0,1.0,,5.0,11.0,,1.0,,,1.0,90.0
26,"Shaw, Matt",11,3,9,20,,,,2.0,4.0,3.0,2.0,1.0,1.0,,,7.0,13.0,,,,,1.0,88.0
16,"Thompson, Rory",8,8,4,12,,,,1.0,3.0,,,,,,,2.0,10.0,,,5.0,,,96.0
30,"Wright, Peter",13,12,7,20,5,1.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,,3.0,8.0,12.0,4.0,6.0,2.0,,3.0,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,217,108,167,384,22,7.0,41.0,74.0,40.0,50.0,40.0,60.0,21.0,21.0,6.0,147.0,240.0,11.0,15.0,41.0,9.0,16.0,
Opposition,Opposition,164,62,169,333,17,11.0,39.0,68.0,22.0,59.0,34.0,54.0,21.0,21.0,,138.0,193.0,11.0,14.0,44.0,1.0,12.0,
