Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Banik, Anthony",,,,,,,,,,,,,,,,,,,,,,,
46,"Campbell, Wayne",8,2,4,12,,,,5.0,,,,,2.0,,,,,,,,,,
16,"Cloke, David",8,6,6,14,,,7.0,1.0,,,,,,,,,,,,,,,
30,"Free, Tony",24,7,1,25,,,,2.0,,,,,1.0,2.0,,,,,,,,,
25,"Gale, Brendon",7,4,3,10,,,1.0,2.0,,,,,2.0,2.0,,,,,,,,,
24,"Goodwin, Andy",11,8,4,15,,,,,,,,,2.0,,,,,,,,,,
34,"Hogg, Jeff",12,5,4,16,3,1.0,,,,,,,,1.0,,,,,,,,,
33,"Knights, Matthew",12,2,9,21,,1.0,,,,,,,1.0,4.0,,,,,,,,,
4,"Lambert, Craig",14,6,16,30,,2.0,,5.0,,,,,1.0,,,,,,,,,,
26,"Leys, Brian",12,5,5,17,,,,3.0,,,,,2.0,1.0,,,,,,,,,
7,"Mitchell, Michael",13,7,7,20,1,1.0,,7.0,,,,,1.0,,,,,,,,,,
6,"Naish, Chris",17,5,7,24,6,3.0,,,,,,,2.0,,1.0,,,,,,,,
35,"Pickering, Michael",10,8,11,21,,2.0,,2.0,,,,,1.0,,,,,,,,,,
32,"Ryan, Des",5,,6,11,1,,,1.0,,,,,2.0,,,,,,,,,,
43,"Scott, Allister",7,4,3,10,3,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
17,"Smith, Craig",15,2,6,21,,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
41,"Turner, Scott",10,3,,10,,,,2.0,,,,,3.0,,,,,,,,,,
12,"Underwood, Andrew",13,3,4,17,,,,4.0,,,,,1.0,1.0,,,,,,,,,
3,"Weightman, Dale",,,3,3,,,,,,,,,,,,,,,,,,,
20,"Young, Barry",6,2,3,9,,,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,79,102,306,14,14.0,8.0,39.0,,,,,25.0,14.0,1.0,,,,,,,,
Opposition,Opposition,195,54,127,322,19,17.0,19.0,23.0,,,,,14.0,25.0,5.0,,,,,,,,
