Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,2,9,24,,,1.0,1.0,,,,,,3.0,,,,,,,,,
35,"Baxter, Darren",15,6,4,19,,1.0,,,,,,,2.0,,,,,,,,,,
18,"Cameron, Leon",10,,1,11,1,,,,,,,,2.0,2.0,,,,,,,,,
20,"Coleman, Glenn",5,2,5,10,,,3.0,,,,,,1.0,3.0,,,,,,,,,
22,"Cullen, Mark",3,3,6,9,,,,1.0,,,,,,1.0,,,,,,,,,
26,"Del-Re, Danny",10,2,5,15,1,,,1.0,,,,,,1.0,,,,,,,,,
12,"Eppelstun, Greg",8,1,8,16,,,,3.0,,,,,2.0,,,,,,,,,,
45,"Ford, Michael",4,,2,6,,,2.0,1.0,,,,,,,,,,,,,,,
32,"Foster, Peter",11,7,6,17,,,1.0,,,,,,1.0,2.0,,,,,,,,,
19,"Gow, Paul",4,1,3,7,,,,1.0,,,,,1.0,2.0,,,,,,,,,
29,"Grant, Chris",8,3,4,12,1,1.0,3.0,,,,,,,3.0,,,,,,,,,
7,"Hawkins, Doug",15,6,9,24,1,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
43,"Hogg, Matthew",7,1,8,15,,,,,,,,,2.0,1.0,,,,,,,,,
10,"Hunter, Mark",14,3,6,20,,,,1.0,,,,,2.0,2.0,,,,,,,,,
31,"Krakouer, Phil",,,,,,,,,,,,,,,,,,,,,,,
39,"Liberatore, Tony",17,1,5,22,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
27,"Macpherson, Stephen",15,3,7,22,,,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"Reynolds, Keenan",17,2,5,22,,,,2.0,,,,,1.0,,,,,,,,,,
34,"Sexton, Ben",2,2,4,6,1,1.0,,1.0,,,,,,,,,,,,,,,
15,"Wynd, Scott",3,7,15,18,,,30.0,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,52,112,295,7,5.0,40.0,16.0,,,,,21.0,23.0,,,,,,,,,
Opposition,Opposition,239,87,118,357,25,15.0,26.0,16.0,,,,,23.0,21.0,6.0,,,,,,,,
