Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Boak, Travis",11,4,9.0,20,2.0,,,4,1.0,3.0,3.0,2.0,,,,6,14,,,,1.0,1.0,80.0
5,"Broadbent, Matthew",11,5,4.0,15,1.0,,,3,2.0,1.0,1.0,3.0,,,,6,9,,1.0,,2.0,,77.0
27,"Carlile, Alipate",5,2,10.0,15,,,,3,2.0,,,3.0,,1.0,,7,7,,,5.0,,,94.0
25,"Cassisi, Domenic",9,1,8.0,17,,,,3,1.0,2.0,4.0,3.0,,,,8,10,,,,,,80.0
18,"Cornes, Kane",12,8,14.0,26,1.0,,,3,1.0,5.0,1.0,3.0,,2.0,,4,23,,,2.0,,,94.0
7,"Ebert, Brad",15,6,7.0,22,,1.0,,2,5.0,1.0,,2.0,,,,4,18,,,4.0,1.0,,92.0
9 ↑,"Gray, Robbie",6,2,6.0,12,,,,1,,2.0,2.0,1.0,1.0,,,6,6,,,,,2.0,33.0
8,"Hartlett, Hamish",18,4,5.0,23,2.0,2.0,,6,1.0,6.0,7.0,,2.0,,1.0,10,12,,,,,,73.0
3,"Heath, Campbell",13,1,3.0,16,,,,5,6.0,1.0,,3.0,1.0,,,5,6,1.0,,4.0,,,84.0
42,"Jonas, Tom",5,2,9.0,14,,,,4,2.0,,1.0,2.0,1.0,1.0,,7,7,,,4.0,,,94.0
23,"Lobbe, Matthew",7,4,9.0,16,,,13.0,1,1.0,5.0,2.0,5.0,1.0,2.0,,8,8,2.0,,6.0,,1.0,68.0
6,"Monfries, Angus",7,1,5.0,12,2.0,2.0,,3,1.0,2.0,1.0,,4.0,,,6,7,,,,1.0,,87.0
32,"Neade, Jake",13,4,,13,1.0,2.0,,3,,5.0,,3.0,,1.0,2.0,5,7,,,,4.0,2.0,87.0
13,"OShea, Cameron",13,4,10.0,23,,1.0,,4,2.0,2.0,1.0,1.0,,,,11,10,,,3.0,1.0,,86.0
4,"Renouf, Brent",3,2,8.0,11,,,15.0,3,,,1.0,4.0,,3.0,,4,6,1.0,,1.0,,,68.0
28,"Schulz, Jay",8,1,4.0,12,,2.0,,2,,3.0,,4.0,3.0,2.0,,7,4,1.0,,1.0,,1.0,100.0
15,"Stevenson, Lewis",12,5,9.0,21,,,,3,4.0,2.0,3.0,4.0,1.0,,,10,9,1.0,,3.0,,,94.0
14,"Stewart, Paul",6,4,5.0,11,1.0,,1.0,3,,1.0,1.0,1.0,2.0,,,3,9,,1.0,1.0,,,90.0
12 ↓,"Trengove, Jackson",2,1,5.0,7,,,,3,1.0,,,,,,,1,5,,,3.0,,,58.0
39,"Westhoff, Justin",8,2,5.0,13,,1.0,2.0,1,1.0,2.0,1.0,3.0,1.0,1.0,,9,5,1.0,,2.0,,1.0,91.0
16,"Wines, Ollie",6,3,16.0,22,,,,4,1.0,2.0,2.0,3.0,,1.0,,9,13,,,2.0,1.0,,79.0
20,"Wingard, Chad",12,2,13.0,25,2.0,1.0,,3,1.0,5.0,1.0,2.0,1.0,,,8,17,,1.0,1.0,2.0,1.0,94.0
Totals,Totals,202,68,164.0,366,12.0,12.0,31.0,67,33.0,50.0,32.0,52.0,18.0,14.0,3.0,144,212,7.0,3.0,42.0,13.0,9.0,
Opposition,Opposition,228,114,120.0,348,10.0,19.0,35.0,70,32.0,50.0,30.0,52.0,14.0,18.0,3.0,137,204,18.0,20.0,43.0,10.0,9.0,
