Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",32y 94d,212 (126-2-84 59.91%),91 (0.43),←,
8,"Bond, Troy",21y 10d,16 (12-0-4 75.00%),23 (1.44),←,
21,"Bradley, Craig",30y 274d,196 (118-2-76 60.71%),149 (0.76),←,
20,"Brown, Fraser",23y 340d,83 (46-1-36 56.02%),43 (0.52),←,
39,"Christou, Ang",22y 189d,41 (28-1-12 69.51%),8 (0.20),←,
18,"Cook, James",20y 198d,14 (10-0-4 71.43%),20 (1.43),←,
35,"Dean, Peter",29y 137d,178 (111-1-66 62.64%),22 (0.12),←,
12,"Gleeson, Adrian",27y 85d,156 (96-2-58 62.18%),157 (1.01),←,
13,"Hanna, Mil",28y 110d,145 (80-2-63 55.86%),64 (0.44),←,
17,"Heaver, Brent",23y 39d,51 (35-1-15 69.61%),90 (1.76),39 (26-1-12 67.95%),78 (2.00)
33,"Hogg, Matthew",25y 215d,112 (59-3-50 54.02%),27 (0.24),53 (35-1-17 66.98%),23 (0.43)
4,"Kernahan, Stephen",30y 326d,192 (117-2-73 61.46%),567 (2.95),←,
43,"Koutoufides, Anthony",21y 187d,29 (16-1-12 56.90%),6 (0.21),←,
15,"Lynn, Tony",26y 86d,21 (13-0-8 61.90%),13 (0.62),15 (12-0-3 80.00%),8 (0.53)
44,"Madden, Justin",33y 54d,279 (172-2-105 62.01%),180 (0.65),234 (142-2-90 61.11%),160 (0.68)
5,"McKay, Andrew",24y 10d,39 (27-1-11 70.51%),9 (0.23),←,
14,"Sexton, Michael",23y 141d,75 (44-1-30 59.33%),6 (0.08),←,
9,"Sholl, Brett",22y 320d,32 (20-1-11 64.06%),8 (0.25),←,
1,"Silvagni, Stephen",27y 54d,157 (100-1-56 64.01%),113 (0.72),←,
11,"Spalding, Earl",29y 135d,163 (107-1-55 65.95%),113 (0.69),54 (37-1-16 69.44%),50 (0.93)
2,"Williams, Greg",30y 297d,196 (112-1-83 57.40%),164 (0.84),55 (36-1-18 66.36%),36 (0.65)
Totals,Totals,26y 140d,2387 (1449-26-912 60.70%),1873 (0.78),,
C,"Parkin, David",51y 315d,367 (215-2-150 58.86%),,204 (128-2-74 63.24%),
