Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bartel, Jimmy",17,4,8,25,,,,5.0,2.0,5.0,2.0,2.0,1.0,,,10.0,15.0,,,3.0,,2.0,92.0
46,"Blicavs, Mark",4,1,14,18,,,11.0,4.0,1.0,,4.0,3.0,2.0,1.0,,11.0,7.0,,,1.0,,,76.0
23,"Caddy, Josh",16,1,11,27,,1.0,1.0,3.0,1.0,7.0,2.0,2.0,1.0,,,10.0,17.0,,1.0,2.0,1.0,2.0,79.0
35,"Dangerfield, Patrick",17,2,15,32,,1.0,1.0,5.0,1.0,11.0,7.0,4.0,2.0,1.0,,15.0,18.0,1.0,,3.0,1.0,1.0,81.0
22,"Duncan, Mitch",11,1,12,23,,1.0,,2.0,3.0,3.0,1.0,3.0,2.0,,,8.0,14.0,,,,,,84.0
44,"Enright, Corey",14,4,11,25,,,,4.0,1.0,1.0,3.0,3.0,1.0,1.0,,14.0,11.0,,,2.0,,,90.0
29,"Guthrie, Cameron",10,1,17,27,2,,,3.0,1.0,4.0,7.0,3.0,1.0,1.0,,12.0,11.0,,,1.0,,,77.0
26,"Hawkins, Tom",10,7,4,14,2,3.0,,4.0,,3.0,,1.0,,1.0,,5.0,7.0,1.0,5.0,3.0,,1.0,96.0
25,"Henderson, Lachie",12,6,2,14,1,1.0,,,4.0,4.0,,1.0,1.0,,1.0,4.0,8.0,1.0,,8.0,,1.0,96.0
39,"Kersten, Shane",8,4,9,17,2,2.0,,2.0,,4.0,,3.0,2.0,,,8.0,7.0,,,,,,80.0
8,"Kolodjashnij, Jake",5,1,2,7,,,,3.0,1.0,2.0,1.0,4.0,,1.0,,4.0,3.0,,,3.0,,,87.0
11,"Lang, Darcy",6,2,4,10,,1.0,,1.0,2.0,2.0,,1.0,1.0,,,3.0,7.0,,,,,,61.0
13,"Lonergan, Tom",8,4,4,12,,,,4.0,4.0,2.0,,2.0,,1.0,,4.0,10.0,,,9.0,,,84.0
4,"Mackie, Andrew",14,3,2,16,,,,4.0,4.0,5.0,1.0,2.0,1.0,,,4.0,10.0,,,4.0,,,90.0
6,"McCarthy, Lincoln",8,,3,11,1,1.0,,,,1.0,1.0,3.0,2.0,1.0,,5.0,5.0,,,1.0,,,68.0
10,"Menzel, Daniel",10,4,4,14,3,1.0,,1.0,,5.0,,3.0,1.0,1.0,,6.0,7.0,2.0,1.0,3.0,,1.0,90.0
32,"Motlop, Steven",12,4,2,14,,,,,,5.0,2.0,3.0,1.0,2.0,,5.0,9.0,1.0,,,2.0,2.0,83.0
21,"Murdoch, Jordan",7,5,5,12,1,1.0,,1.0,1.0,1.0,,,,,,4.0,8.0,,2.0,1.0,,,67.0
36,"Ruggles, Tom",6,1,1,7,,,,3.0,,,,1.0,3.0,1.0,,4.0,3.0,,,1.0,,,66.0
14,"Selwood, Joel",16,2,13,29,1,,1.0,7.0,1.0,6.0,8.0,4.0,5.0,3.0,2.0,18.0,12.0,1.0,,1.0,,1.0,79.0
9,"Smith, Zac",7,,12,19,1,,31.0,4.0,2.0,2.0,10.0,2.0,2.0,1.0,,15.0,5.0,,,7.0,,,78.0
7,"Taylor, Harry",4,4,10,14,,,,1.0,1.0,1.0,,2.0,,,,5.0,9.0,,,9.0,,,95.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,222,61,165,387,14,14.0,45.0,61.0,30.0,74.0,49.0,52.0,29.0,16.0,3.0,174.0,203.0,7.0,9.0,62.0,4.0,11.0,
Opposition,Opposition,224,90,134,358,14,4.0,51.0,79.0,58.0,48.0,46.0,72.0,16.0,29.0,3.0,144.0,203.0,4.0,8.0,56.0,13.0,9.0,
