Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Bode, Matthew",17,5,9,26,2,1.0,,,1.0,4.0,3.0,,1.0,1.0,,12.0,13.0,,1.0,,3.0,,
5,"Bond, Shane",8,6,7,15,,,,,5.0,2.0,,2.0,,2.0,,4.0,11.0,,,,,,
3,"Breuer, Shayne",7,2,3,10,,2.0,,1.0,1.0,1.0,,,,1.0,,3.0,6.0,1.0,1.0,1.0,,,
26,"Burgoyne, Peter",8,3,6,14,2,1.0,,5.0,,3.0,2.0,2.0,,1.0,,5.0,9.0,1.0,2.0,,2.0,,
28,"Daniels, Stephen",2,2,,2,,,,1.0,,,,1.0,1.0,,,1.0,2.0,,,,,,
37,"Dew, Stuart",8,1,2,10,1,2.0,,,,2.0,,1.0,,1.0,,2.0,7.0,,,1.0,1.0,,
11,"Eagleton, Nathan",7,2,1,8,,,,,1.0,4.0,,2.0,,1.0,,,8.0,,,,,,
10,"Francou, Josh",7,,10,17,,,,6.0,1.0,2.0,7.0,1.0,1.0,1.0,,12.0,6.0,,,,,,
31,"French, Barnaby",6,4,7,13,1,,12.0,1.0,1.0,1.0,6.0,,2.0,2.0,,11.0,3.0,2.0,1.0,,,,
18,"Harwood, Mark",4,3,,4,,1.0,,,,2.0,1.0,1.0,,1.0,,1.0,3.0,,1.0,1.0,,,
29,"Kingsley, Adam",13,3,2,15,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,4.0,10.0,,,,1.0,,
20,"Lade, Brendon",6,4,14,20,2,,21.0,1.0,2.0,2.0,14.0,1.0,6.0,2.0,,19.0,3.0,3.0,1.0,,,,
22,"Lockwood, Bowen",5,3,,5,,2.0,,,,1.0,,,,1.0,,1.0,4.0,,2.0,,,,
9,"Lyle, Brayden",14,7,7,21,,,,,2.0,5.0,,2.0,,,,2.0,19.0,,,,6.0,,
33,"Mead, Darren",7,5,3,10,,,1.0,1.0,1.0,,1.0,,,3.0,,2.0,8.0,1.0,1.0,1.0,1.0,,
14,"Paxman, Stephen",10,5,4,14,,,,3.0,6.0,,1.0,,1.0,1.0,,10.0,3.0,2.0,,2.0,,,
6,"Schofield, Jarrad",17,4,6,23,1,1.0,,2.0,3.0,6.0,4.0,1.0,2.0,,,7.0,16.0,,,,2.0,,
34,"Steinberner, Nathan",2,1,,2,,,,,,1.0,,,,,,1.0,1.0,,,,,,
36,"Stevens, Nick",9,3,9,18,,1.0,,1.0,1.0,3.0,,1.0,1.0,1.0,,6.0,11.0,,,1.0,1.0,,
16,"Tredrea, Warren",8,5,,8,3,1.0,,,,4.0,,,,,,5.0,4.0,1.0,2.0,,,,
1,"Wanganeen, Gavin",12,,7,19,,,,2.0,4.0,1.0,3.0,5.0,1.0,3.0,,11.0,7.0,,,3.0,2.0,,
15,"Wilson, Michael",4,,3,7,,,,,1.0,,1.0,1.0,1.0,1.0,,3.0,4.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,181,68,100,281,12,14.0,34.0,24.0,31.0,46.0,44.0,23.0,18.0,24.0,,122.0,158.0,11.0,12.0,12.0,19.0,,
Opposition,Opposition,194,71,112,306,18,10.0,32.0,36.0,24.0,57.0,41.0,32.0,24.0,18.0,6.0,151.0,157.0,18.0,10.0,24.0,14.0,,
