Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",7,5.0,11,18,1.0,1.0,,1,2.0,2.0,1.0,1.0,,,,4,14,,2.0,,,1.0,81.0
10,"Ballard, Charlie",12,9.0,1,13,,,,3,3.0,1.0,,2.0,2.0,1.0,,5,8,1.0,,6.0,,1.0,95.0
3,"Bowes, Jack",5,1.0,7,12,,,,5,1.0,1.0,1.0,3.0,1.0,2.0,,9,5,1.0,,1.0,,,78.0
29,"Burgess, Chris",4,4.0,5,9,,,4.0,4,4.0,,1.0,1.0,,1.0,,3,7,,,6.0,,,85.0
45,"Dawson, Jacob",12,5.0,8,20,,,,3,2.0,1.0,,5.0,,1.0,,3,16,,,4.0,,,87.0
12,"Day, Sam",3,3.0,4,7,,1.0,,2,,,,2.0,,,,4,3,2.0,1.0,,,,73.0
8,"Fiorini, Brayden",18,3.0,12,30,,,,3,5.0,1.0,7.0,4.0,1.0,,,16,17,,,1.0,,,79.0
46,"Graham, Caleb",9,4.0,7,16,,,,3,3.0,,,3.0,1.0,,,6,10,,,11.0,,,91.0
1,"Hanley, Pearce",25,11.0,9,34,,,,2,3.0,3.0,1.0,4.0,1.0,1.0,,8,23,1.0,,,2.0,,85.0
5,"Harbrow, Jarrod",25,7.0,7,32,,,,4,2.0,2.0,3.0,5.0,,1.0,,6,24,,,,,,80.0
33,"Horlin-Smith, George",5,1.0,4,9,1.0,,,3,,,2.0,3.0,,2.0,,5,4,,,,,,80.0
34,"King, Ben",6,5.0,2,8,1.0,2.0,,1,,3.0,,,1.0,,,4,5,1.0,2.0,2.0,,1.0,80.0
23,"Lemmens, Sean",5,4.0,3,8,,,,2,1.0,1.0,2.0,4.0,,3.0,,3,5,,,2.0,,,70.0
41,"Lukosius, Jack",8,4.0,1,9,,,,3,3.0,1.0,,3.0,1.0,,,1,8,,,5.0,,1.0,81.0
44,"Macpherson, Darcy",9,4.0,14,23,1.0,1.0,,4,3.0,4.0,,1.0,,,,5,18,,1.0,,,,80.0
11,"Miller, Touk",9,6.0,21,30,,,,3,,,6.0,4.0,1.0,,,13,17,,,1.0,,,79.0
31,"Murdoch, Jordan",12,4.0,4,16,1.0,,,3,3.0,2.0,,3.0,2.0,,,9,8,,,1.0,,,83.0
35,"Rischitelli, Michael",4,3.0,5,9,1.0,,,3,,,1.0,1.0,1.0,1.0,,5,4,,1.0,1.0,,,75.0
6,"Sexton, Alex",9,3.0,3,12,,1.0,,2,,4.0,,4.0,2.0,1.0,,4,8,,,,1.0,,90.0
24,"Swallow, David",9,,17,26,,,,8,3.0,3.0,11.0,2.0,1.0,,,20,6,,,1.0,,,74.0
14,"Weller, Lachie",14,6.0,15,29,1.0,,,2,7.0,3.0,5.0,1.0,1.0,,,9,18,,,1.0,1.0,,84.0
28,"Witts, Jarrod",4,3.0,8,12,,,42.0,5,,3.0,4.0,2.0,1.0,1.0,,8,4,,,2.0,,,90.0
Totals,Totals,214,95.0,168,382,7.0,6.0,46.0,69,45.0,35.0,45.0,58.0,17.0,15.0,,150,232,6.0,7.0,45.0,4.0,4.0,
Opposition,Opposition,219,95.0,165,384,18.0,10.0,41.0,67,28.0,66.0,31.0,43.0,15.0,17.0,6.0,150,235,15.0,18.0,51.0,5.0,12.0,
