Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Anthony, John",7,7,2,9,2,1.0,,2.0,,4.0,,2.0,,,,5.0,4.0,3.0,4.0,2.0,,1.0,88.0
16,"Brown, Nathan",4,5,9,13,,,,4.0,1.0,1.0,,1.0,,,,3.0,10.0,,,4.0,1.0,,93.0
40,"Bryan, Chris",4,1,2,6,,,16.0,2.0,1.0,,1.0,3.0,,2.0,,2.0,3.0,,,1.0,,,59.0
18,"Clarke, Martin",13,7,7,20,2,,,2.0,3.0,1.0,2.0,4.0,1.0,1.0,,5.0,15.0,,3.0,1.0,,,90.0
32,"Cloke, Travis",10,6,1,11,2,,1.0,2.0,,2.0,2.0,4.0,1.0,1.0,,4.0,7.0,,1.0,,,,90.0
12,"Cox, Shannon",17,5,8,25,,,1.0,3.0,6.0,1.0,,2.0,,,,2.0,20.0,,,4.0,2.0,,94.0
1,"Davis, Leon",18,6,3,21,1,1.0,,4.0,5.0,3.0,4.0,4.0,1.0,2.0,,9.0,12.0,,,1.0,2.0,,76.0
4,"Didak, Alan",15,8,7,22,,,,1.0,1.0,3.0,2.0,5.0,1.0,,,7.0,16.0,1.0,1.0,1.0,,1.0,89.0
25,"Fraser, Josh",9,7,7,16,,,19.0,1.0,,1.0,4.0,2.0,2.0,,,6.0,8.0,1.0,,2.0,,,69.0
6,"Goldsack, Tyson",5,3,3,8,,,,3.0,2.0,,,2.0,,1.0,,3.0,5.0,1.0,,2.0,,,88.0
26,"Johnson, Ben",13,5,10,23,,2.0,,1.0,3.0,4.0,1.0,2.0,,1.0,,4.0,19.0,,,2.0,1.0,,81.0
24,"Lockyer, Tarkyn",12,12,9,21,,,,1.0,2.0,5.0,2.0,1.0,,,,3.0,18.0,,,1.0,1.0,2.0,85.0
8,"Lumumba, Heritier",9,4,8,17,,,,5.0,5.0,1.0,1.0,3.0,2.0,2.0,,8.0,11.0,,,2.0,2.0,,100.0
5,"Maxwell, Nick",5,2,7,12,2,,2.0,8.0,1.0,,1.0,2.0,,1.0,,5.0,7.0,,1.0,1.0,,,81.0
7,"Medhurst, Paul",12,5,5,17,2,,,3.0,,2.0,,3.0,,1.0,,1.0,15.0,,1.0,,,,71.0
11,"OBree, Shane",10,7,18,28,,,,8.0,1.0,,5.0,3.0,1.0,1.0,,10.0,17.0,,,1.0,3.0,,62.0
10,"Pendlebury, Scott",14,9,15,29,1,1.0,,3.0,3.0,3.0,7.0,,1.0,,,8.0,19.0,,2.0,1.0,,1.0,66.0
35,"Prestigiacomo, Simon",5,3,,5,,,,4.0,,,,,,,,1.0,4.0,,,10.0,,,100.0
20,"Reid, Ben",5,3,5,10,,,,1.0,,4.0,,1.0,,,,5.0,5.0,,,,,,70.0
36,"Swan, Dane",16,7,12,28,1,,,5.0,2.0,4.0,6.0,5.0,2.0,2.0,1.0,8.0,19.0,,,2.0,,1.0,81.0
13,"Thomas, Dale",12,5,9,21,,,1.0,4.0,1.0,4.0,2.0,5.0,1.0,2.0,,6.0,17.0,,2.0,4.0,2.0,3.0,79.0
34,"Toovey, Alan",9,,6,15,,,1.0,4.0,,2.0,1.0,5.0,1.0,1.0,,6.0,9.0,,,1.0,,,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,117,153,377,13,8.0,41.0,71.0,37.0,45.0,41.0,59.0,14.0,18.0,1.0,111.0,260.0,6.0,15.0,43.0,14.0,9.0,
Opposition,Opposition,194,106,197,391,13,12.0,34.0,44.0,31.0,51.0,31.0,36.0,18.0,14.0,5.0,111.0,275.0,10.0,12.0,30.0,28.0,8.0,
