Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 160d,238 (145-0-93 60.92%),131 (0.55),←,
16,"Brown, Leigh",21y 189d,85 (30-1-54 35.88%),30 (0.35),22 (11-1-10 52.27%),10 (0.45)
22,"Burton, Matthew",33y 104d,147 (61-0-86 41.50%),65 (0.44),77 (39-0-38 50.65%),33 (0.43)
43,"Clayton, Jeremy",22y 203d,5 (3-0-2 60.00%),4 (0.80),←,
23,"Clayton, Shane",24y 311d,116 (60-1-55 52.16%),52 (0.45),98 (58-1-39 59.69%),51 (0.52)
2,"Colbert, Leigh",28y 85d,170 (97-2-71 57.65%),63 (0.37),65 (35-1-29 54.62%),13 (0.20)
6,"Grant, Shannon",26y 134d,192 (112-2-78 58.85%),210 (1.09),134 (80-1-53 60.07%),172 (1.28)
4,"Harris, Daniel",21y 113d,26 (13-1-12 51.92%),6 (0.23),←,
29,"Harvey, Brent",25y 109d,150 (91-1-58 61.00%),176 (1.17),←,
21,"Jones, Corey",22y 186d,38 (17-0-21 44.74%),37 (0.97),←,
34,"King, David",31y 177d,219 (135-1-83 61.87%),137 (0.63),←,
35,"Makepeace, Troy",24y 178d,84 (43-1-40 51.79%),19 (0.23),←,
19,"Motlop, Daniel",21y 168d,22 (7-1-14 34.09%),18 (0.82),←,
20,"Petrie, Drew",20y 320d,41 (19-1-21 47.56%),38 (0.93),←,
17,"Porter, Mark",26y 324d,95 (48-1-46 51.05%),20 (0.21),40 (20-1-19 51.25%),7 (0.17)
3,"Rawlings, Brady",22y 82d,70 (41-0-29 58.57%),27 (0.39),←,
30,"Robbins, Ben",26y 247d,92 (46-3-43 51.63%),21 (0.23),40 (21-1-18 53.75%),7 (0.17)
26,"Rocca, Saverio",29y 284d,213 (98-3-112 46.71%),636 (2.99),57 (28-1-28 50.00%),122 (2.14)
7,"Simpson, Adam",27y 196d,180 (113-1-66 63.06%),61 (0.34),←,
12,"Stevens, Michael",22y 297d,21 (10-0-11 47.62%),4 (0.19),4 (2-0-2 50.00%),1 (0.25)
36,"Watt, Shannon",22y 278d,48 (24-1-23 51.04%),4 (0.08),←,
8,"Wells, Daniel",18y 209d,18 (10-1-7 58.33%),10 (0.56),←,
Totals,Totals,25y 32d,2270 (1223-22-1025 53.88%),1769 (0.78),,
C,"Laidley, Dani",36y 157d,22 (11-1-10 52.27%),,←,
