Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Anderson, Dean",21,6,4,25,1,3.0,,,,,,,1.0,,,,,,,,,,
7,"Ayres, Gary",11,2,9,20,1,,,1.0,,,,,,1.0,,,,,,,,,
23,"Brereton, Dermott",10,5,3,13,3,,,1.0,,,,,3.0,2.0,,,,,,,,,
4,"Collins, Andrew",15,7,2,17,,,,3.0,,,,,4.0,1.0,,,,,,,,,
13,"Dear, Paul",6,1,5,11,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
9,"DiPierdomenico, Robert",9,3,1,10,1,,,,,,,,1.0,1.0,,,,,,,,,
19,"Dunstall, Jason",15,14,4,19,11,2.0,,1.0,,,,,,,3.0,,,,,,,,
6,"Hall, Tony",9,7,8,17,,,,,,,,,,1.0,,,,,,,,,
33,"Hudson, Paul",13,4,7,20,1,,,2.0,,,,,,1.0,2.0,,,,,,,,
1,"Jencke, Ray",17,8,6,23,,,,1.0,,,,,,,,,,,,,,,
34,"Kennedy, John",9,6,10,19,2,,,1.0,,,,,,2.0,,,,,,,,,
24,"Langford, Chris",8,2,4,12,,,,2.0,,,,,1.0,,,,,,,,,,
12,"Lawrence, Stephen",9,4,6,15,2,,10.0,1.0,,,,,2.0,2.0,,,,,,,,,
31,"Madigan, Greg",1,,2,3,,,,,,,,,,,,,,,,,,,
2,"Mew, Chris",14,5,1,15,,,1.0,,,,,,,,,,,,,,,,
35,"Morrissey, James",8,,8,16,3,1.0,,2.0,,,,,,1.0,1.0,,,,,,,,
44,"Platten, John",16,2,7,23,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
18,"Pritchard, Darrin",21,4,10,31,,,,1.0,,,,,1.0,1.0,,,,,,,,,
17,"Tuck, Michael",9,2,5,14,,,,6.0,,,,,2.0,1.0,,,,,,,,,
10,"Wittman, Chris",15,2,6,21,,,,2.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,84,108,344,26,7.0,12.0,26.0,,,,,21.0,17.0,6.0,,,,,,,,
Opposition,Opposition,211,84,120,331,12,8.0,22.0,15.0,,,,,17.0,21.0,,,,,,,,,
