Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Angwin, Ryan",11,3,14,25,,,,4.0,1.0,3.0,4.0,5.0,3.0,,,12,12,,,1.0,,1.0,83.0
7,"Ash, Lachie",9,4,4,13,1.0,,,4.0,2.0,2.0,,3.0,2.0,2.0,2.0,3,7,,,3.0,3.0,,80.0
14,"Bedford, Toby",6,3,4,10,2.0,,,2.0,,2.0,1.0,1.0,1.0,,,4,5,,,,,1.0,87.0
32,"Briggs, Kieren",8,1,3,11,,1.0,19.0,4.0,,4.0,3.0,6.0,1.0,3.0,,7,5,,,,,,74.0
46,"Brown, Callum",8,4,3,11,,1.0,,2.0,,2.0,,3.0,,2.0,,5,6,1.0,,,,,84.0
44,"Buckley, Jack",7,8,4,11,,,,1.0,2.0,,,1.0,,,,3,7,2.0,,6.0,2.0,,81.0
5,"Cadman, Aaron",8,7,3,11,3.0,1.0,,2.0,,2.0,,1.0,,,,10,3,4.0,3.0,7.0,,1.0,75.0
17,"Callaghan, Finn",17,6,4,21,1.0,,,5.0,1.0,6.0,4.0,3.0,1.0,3.0,3.0,5,19,1.0,1.0,2.0,3.0,2.0,81.0
3,"Coniglio, Stephen",15,1,4,19,,,,6.0,2.0,4.0,5.0,4.0,2.0,1.0,,10,7,,,1.0,,,73.0
37,"Fonti, Joe",4,4,10,14,,,,1.0,3.0,,1.0,2.0,1.0,1.0,,6,8,1.0,,2.0,,,74.0
12,"Green, Tom",7,1,9,16,1.0,,,6.0,3.0,2.0,6.0,1.0,,,1.0,9,6,,,2.0,1.0,,85.0
4,"Greene, Toby",8,3,1,9,1.0,1.0,,1.0,1.0,,,6.0,,3.0,,3,6,1.0,1.0,2.0,,,87.0
27,"Himmelberg, Harry",17,11,6,23,1.0,,,1.0,6.0,3.0,,,1.0,,,4,18,,1.0,3.0,1.0,,95.0
23,"Hogan, Jesse",8,6,2,10,2.0,3.0,,1.0,,,,1.0,2.0,,,6,4,4.0,5.0,1.0,,1.0,87.0
39,"Idun, Connor",9,9,8,17,,,,,5.0,1.0,,2.0,,,,4,13,1.0,,2.0,3.0,,95.0
2,"Jones, Darcy",4,2,8,12,,,,1.0,,2.0,2.0,,1.0,,,8,4,1.0,,,,,79.0
22 ↓,"Kelly, Josh",3,1,4,7,,,,1.0,1.0,1.0,,,1.0,,,3,5,,,2.0,,,71.0
31 ↑,"McMullin, Toby",4,1,1,5,,1.0,,1.0,1.0,2.0,,,1.0,,,1,4,,1.0,,,,17.0
33,"OHalloran, Xavier",11,2,5,16,,1.0,,2.0,1.0,6.0,,2.0,1.0,,,4,13,,,1.0,,1.0,82.0
26,"Riccardi, Jake",7,4,6,13,,1.0,7.0,5.0,,5.0,1.0,2.0,2.0,,,6,7,1.0,,2.0,,,64.0
20,"Stringer, Jake",10,3,3,13,3.0,2.0,,3.0,,4.0,,1.0,1.0,,,9,4,2.0,3.0,,,,77.0
15,"Taylor, Sam",9,10,9,18,,,,2.0,2.0,,,2.0,2.0,2.0,,6,11,1.0,,6.0,1.0,,87.0
6,"Whitfield, Lachie",21,8,6,27,,,,3.0,4.0,3.0,,2.0,1.0,1.0,,3,19,1.0,,1.0,,,84.0
Totals,Totals,211,102,121,332,15.0,12.0,26.0,58.0,35.0,54.0,27.0,48.0,24.0,18.0,6.0,131,193,21.0,15.0,44.0,14.0,7.0,
Opposition,Opposition,184,73,150,334,8.0,10.0,36.0,64.0,37.0,44.0,41.0,58.0,18.0,24.0,,123,212,7.0,3.0,48.0,10.0,6.0,
