Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",11,2,7,18,2,2.0,,3.0,1.0,4.0,4.0,1.0,1.0,1.0,,12.0,7.0,,1.0,2.0,2.0,,
14,"Anderson, Brady",1,,,1,,,,,,,1.0,,1.0,1.0,,1.0,,,,2.0,,,
11,"Archer, Glenn",7,1,2,9,1,,1.0,2.0,3.0,,1.0,,2.0,3.0,,6.0,1.0,1.0,,,,,
26,"Bell, Peter",21,4,6,27,,1.0,,,6.0,4.0,7.0,1.0,1.0,,,10.0,16.0,,,3.0,2.0,,
12,"Blakey, John",11,7,7,18,,,,1.0,6.0,1.0,3.0,2.0,2.0,,,8.0,11.0,3.0,,,1.0,,
16,"Capuano, Mathew",11,6,4,15,,,17.0,2.0,4.0,3.0,3.0,,,,,6.0,9.0,1.0,,2.0,,,
18,"Carey, Wayne",19,12,4,23,10,5.0,,,,8.0,3.0,1.0,1.0,2.0,3.0,13.0,11.0,5.0,9.0,3.0,,,
23,"Clayton, Shane",4,1,,4,,,1.0,,,1.0,,,1.0,,,2.0,2.0,,,,,,
3,"Dhurrkay, Gary",,,,,,,,,,,,,,,,,,,,,,,
6,"Grant, Shannon",8,2,5,13,1,,,1.0,1.0,4.0,2.0,3.0,,1.0,,9.0,9.0,,,3.0,,,
29,"Harvey, Brent",11,4,3,14,2,1.0,1.0,2.0,,6.0,3.0,,2.0,1.0,,6.0,8.0,1.0,1.0,4.0,,,
34,"King, David",10,1,1,11,,,,1.0,3.0,2.0,1.0,1.0,,2.0,,5.0,3.0,1.0,,2.0,1.0,,
27,"Lange, Adam",,,1,1,,,,,,,,,,,,1.0,,,,,,,
35,"Longmire, John",4,2,3,7,,,5.0,,1.0,,1.0,1.0,,,,1.0,5.0,,,2.0,,,
5,"McCartney, Jason",7,3,1,8,,,,2.0,2.0,1.0,,,1.0,,,5.0,3.0,2.0,,,,,
31,"McKernan, Corey",11,10,4,15,1,1.0,15.0,,,9.0,1.0,2.0,3.0,2.0,,9.0,6.0,5.0,1.0,2.0,,,
28,"Pickett, Byron",11,4,5,16,,,,1.0,3.0,1.0,4.0,2.0,3.0,,,14.0,2.0,4.0,,7.0,4.0,,
39,"Rawlings, Brady",5,1,1,6,1,,,2.0,,3.0,,1.0,2.0,,,4.0,4.0,,,1.0,,,
8,"Scott, Robert",8,4,5,13,1,,,1.0,2.0,2.0,1.0,2.0,,,,7.0,6.0,,,,,,
24,"Sholl, Craig",2,1,3,5,,,,2.0,,3.0,1.0,,,,,4.0,1.0,,,1.0,,,
7,"Simpson, Adam",13,3,4,17,,,1.0,1.0,3.0,2.0,4.0,2.0,1.0,,,5.0,10.0,,,3.0,,,
10,"Stevens, Anthony",17,1,3,20,1,,,3.0,3.0,4.0,5.0,1.0,,2.0,,10.0,10.0,1.0,,1.0,1.0,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,69,69,261,20,12.0,41.0,24.0,38.0,58.0,45.0,20.0,21.0,15.0,3.0,138.0,124.0,24.0,12.0,38.0,11.0,,
Opposition,Opposition,222,85,118,340,24,14.0,24.0,28.0,31.0,69.0,47.0,25.0,15.0,21.0,3.0,142.0,201.0,9.0,18.0,29.0,13.0,,
