Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",20y 268d,54 (11-1-42 21.30%),30 (0.56),←,
22,"Bain, David",26y 48d,71 (14-1-56 20.42%),40 (0.56),←,
25,"Campbell, Matthew",28y 141d,72 (15-1-56 21.53%),24 (0.33),←,
1,"Champion, Richard",24y 66d,30 (4-1-25 15.00%),12 (0.40),←,
12,"Clarke, Troy",23y 11d,23 (3-1-19 15.22%),10 (0.43),←,
4,"Gastev, John",27y 313d,102 (33-1-68 32.84%),65 (0.64),72 (16-1-55 22.92%),34 (0.47)
34,"Green, Ashley",19y 74d,11 (2-1-8 22.73%),1 (0.09),←,
14,"Hamilton, Shane",21y 306d,49 (14-0-35 28.57%),60 (1.22),22 (2-0-20 9.09%),20 (0.91)
32,"Hart, Shaun",21y 33d,27 (6-1-20 24.07%),4 (0.15),←,
11,"Hutton, John",26y 24d,11 (2-1-8 22.73%),28 (2.55),←,
8,"Jeffrey, Russell",26y 134d,47 (17-0-30 36.17%),3 (0.06),5 (1-0-4 20.00%),
41,"Kennedy, Matthew",22y 136d,29 (4-0-25 13.79%),4 (0.14),←,
17,"Leslie, Martin",29y 215d,64 (13-1-50 21.09%),6 (0.09),←,
40,"McLuckie, Steven",19y 128d,9 (2-1-6 27.78%),7 (0.78),←,
24,"Merrett, Roger",32y 61d,234 (117-3-114 50.64%),256 (1.09),85 (20-1-64 24.12%),108 (1.27)
26,"Noonan, Danny",23y 203d,30 (4-1-25 15.00%),15 (0.50),←,
27,"Rendell, Matthew",33y 62d,168 (88-1-79 52.68%),102 (0.61),4 (1-0-3 25.00%),1 (0.25)
6,"Retzlaff, Brendon",23y 58d,8 (2-1-5 31.25%),1 (0.13),←,
23,"Schache, Laurence",24y 246d,24 (3-1-20 14.58%),59 (2.46),←,
33,"White, Darryl",19y 7d,12 (2-1-9 20.83%),7 (0.58),←,
Totals,Totals,24y 218d,1075 (356-19-700 33.12%),734 (0.68),,
C,"Walls, Robert",41y 334d,234 (120-2-112 51.71%),,35 (5-1-29 15.71%),
