Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
6,"Anderson, Stuart",23y 282d,62 (42-0-20 67.74%),20 (0.32),1 (0-0-1 0.00%),
44,"Bandy, Daniel",22y 138d,36 (16-0-20 44.44%),35 (0.97),←,
32,"Bond, Chris",29y 69d,124 (59-1-64 47.98%),42 (0.34),2 (1-0-1 50.00%),2 (1.00)
24,"Burton, Matthew",27y 321d,44 (17-0-27 38.64%),16 (0.36),←,
42,"Callaghan, Craig",22y 27d,50 (16-0-34 32.00%),29 (0.58),←,
46,"Carroll, Trent",19y 342d,8 (3-0-5 37.50%),,←,
13,"Chisholm, Scott",24y 312d,49 (20-0-29 40.82%),20 (0.41),←,
41,"Clucas, Matthew",20y 18d,3 (1-0-2 33.33%),,←,
12,"Dodd, Brad",21y 13d,2 (1-0-1 50.00%),1 (0.50),←,
2,"Fletcher, Adrian",28y 177d,154 (72-2-80 47.40%),73 (0.47),2 (1-0-1 50.00%),
37,"Gale, Mark",21y 333d,23 (9-0-14 39.13%),4 (0.17),←,
3,"Harding, Greg",21y 200d,38 (17-0-21 44.74%),1 (0.03),←,
14,"Hunter, Kingsley",22y 313d,32 (12-0-20 37.50%),67 (2.09),←,
11,"Kickett, Dale",29y 336d,111 (49-0-62 44.14%),48 (0.43),65 (26-0-39 40.00%),8 (0.12)
8,"McManus, Shaun",22y 55d,39 (13-0-26 33.33%),26 (0.67),←,
25,"Norrish, Jason",26y 69d,64 (29-0-35 45.31%),7 (0.11),44 (17-0-27 38.64%),5 (0.11)
10,"OReilly, Stephen",25y 147d,99 (44-0-55 44.44%),9 (0.09),63 (23-0-40 36.51%),4 (0.06)
5,"Parker, Daniel",23y 315d,14 (6-0-8 42.86%),18 (1.29),←,
23,"Parker, Shane",25y 46d,47 (19-0-28 40.43%),3 (0.06),←,
1,"Toia, Luke",20y 133d,33 (13-0-20 39.39%),23 (0.70),←,
26,"Waterhouse, Clive",23y 286d,28 (12-0-16 42.86%),36 (1.29),←,
4,"Wills, Andrew",26y 92d,112 (63-0-49 56.25%),104 (0.93),53 (23-0-30 43.40%),61 (1.15)
Totals,Totals,24y 17d,1172 (533-3-636 45.48%),582 (0.50),,
C,"Neesham, Gerard",43y 115d,68 (26-0-42 38.24%),,←,
