Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",26y 82d,91 (51-1-39 56.59%),37 (0.41),←,
16,"Bradley, Kepler",19y 223d,16 (5-0-11 31.25%),4 (0.25),←,
13,"Cupido, Damian",23y 105d,49 (27-0-22 55.10%),65 (1.33),36 (20-0-16 55.56%),49 (1.36)
19,"Hille, David",24y 22d,78 (45-0-33 57.69%),61 (0.78),←,
5,"Hird, James",32y 140d,216 (134-5-77 63.19%),307 (1.42),←,
14,"Johnson, Jason",27y 150d,142 (92-1-49 65.14%),87 (0.61),←,
1,"Johnson, Mark",27y 32d,143 (96-1-46 67.48%),64 (0.45),←,
26,"Laycock, Jason",20y 232d,15 (7-0-8 46.67%),9 (0.60),←,
18,"Lloyd, Matthew",27y 69d,200 (124-2-74 62.50%),721 (3.61),←,
41,"Lovett, Andrew",22y 225d,11 (5-0-6 45.45%),13 (1.18),←,
42,"Lovett-Murray, Nathan",22y 218d,29 (15-0-14 51.72%),26 (0.90),←,
25,"Lucas, Scott",27y 176d,194 (120-1-73 62.11%),280 (1.44),←,
33,"McPhee, Adam",22y 261d,83 (36-0-47 43.37%),42 (0.51),58 (30-0-28 51.72%),33 (0.57)
10,"McVeigh, Mark",24y 149d,112 (65-1-46 58.48%),45 (0.40),←,
6,"Monfries, Angus",18y 156d,6 (2-0-4 33.33%),5 (0.83),←,
28,"Murphy, Justin",29y 61d,179 (81-0-98 45.25%),151 (0.84),34 (18-0-16 52.94%),28 (0.82)
11,"Peverill, Damien",25y 347d,90 (50-1-39 56.11%),19 (0.21),←,
43,"Rioli, Dean",27y 35d,91 (62-1-28 68.68%),88 (0.97),←,
34,"Slattery, Henry",19y 153d,1 (1-0-0 100.00%),1 (1.00),←,
7,"Solomon, Dean",25y 166d,133 (88-0-45 66.17%),52 (0.39),←,
24,"Stanton, Brent",19y 54d,25 (10-0-15 40.00%),10 (0.40),←,
12,"Welsh, Andrew",22y 133d,72 (37-1-34 52.08%),7 (0.10),←,
Totals,Totals,24y 112d,1976 (1153-15-808 58.35%),2094 (1.06),,
C,"Sheedy, Kevin",57y 182d,582 (370-6-206 64.09%),,←,
