Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",8,2,11,19,1,,,,,,,,1.0,1.0,,,,,,,,,
19,"Bain, David",5,1,7,12,,,,,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",13,5,8,21,,,,2.0,,,,,2.0,1.0,,,,,,,,,
5,"Barker, John",7,2,2,9,,,,,,,,,2.0,,,,,,,,,,
34,"Boyd, Brad",9,2,3,12,,1.0,,1.0,,,,,,,,,,,,,,,
18,"Dunstan, Michael",9,5,5,14,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
6,"Guard, Jeremy",4,2,2,6,,,,1.0,,,,,,,,,,,,,,,
17,"Hawking, Simon",9,3,2,11,,1.0,,1.0,,,,,5.0,,,,,,,,,,
10,"Hogg, Jeff",2,,3,5,,,,,,,,,2.0,,,,,,,,,,
2,"Johnson, Chris",9,7,11,20,2,,,2.0,,,,,,1.0,,,,,,,,,
30,"Manson, James",7,3,7,14,,,6.0,2.0,,,,,2.0,,,,,,,,,,
25,"McCarthy, John",10,5,5,15,,,,,,,,,,1.0,,,,,,,,,
11,"McGregor, Anthony",10,6,6,16,,1.0,,4.0,,,,,1.0,,,,,,,,,,
7,"Molloy, Jarrod",,1,1,1,,,,,,,,,,,,,,,,,,,
4,"Paxman, Stephen",10,4,6,16,,,1.0,3.0,,,,,1.0,3.0,,,,,,,,,
1,"Roos, Paul",13,8,10,23,1,,1.0,,,,,,1.0,,,,,,,,,,
3,"Seecamp, Marcus",7,1,3,10,,,1.0,6.0,,,,,,1.0,,,,,,,,,
22,"Stretch, Steven",12,4,5,17,,,,5.0,,,,,1.0,,,,,,,,,,
12,"Wheildon, Darren",9,5,2,11,4,3.0,,,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",16,6,11,27,,2.0,,1.0,,,,,2.0,,,,,,,,,,
16,"Zanotti, Mark",11,2,3,14,1,,,,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,74,113,293,10,14.0,9.0,30.0,,,,,24.0,10.0,,,,,,,,,
Opposition,Opposition,201,84,135,336,25,10.0,22.0,20.0,,,,,10.0,24.0,6.0,,,,,,,,
