Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",26y 88d,58 (26-0-32 44.83%),18 (0.31),36 (18-0-18 50.00%),10 (0.28)
32,"Bourke, David",19y 105d,3 (3-0-0 100.00%),1 (0.33),←,
17,"Broderick, Paul",25y 111d,119 (55-0-64 46.22%),95 (0.80),26 (16-0-10 61.54%),15 (0.58)
9,"Campbell, Wayne",22y 213d,77 (29-0-48 37.66%),47 (0.61),←,
15,"Charles, Justin",24y 208d,38 (20-1-17 53.95%),24 (0.63),2 (2-0-0 100.00%),
10,"Daffy, Nick",21y 348d,30 (17-0-13 56.67%),27 (0.90),←,
14,"Dear, Greg",32y 7d,163 (118-0-45 72.39%),23 (0.14),26 (16-0-10 61.54%),5 (0.19)
18,"Edwards, Stuart",22y 277d,33 (16-0-17 48.48%),31 (0.94),←,
30,"Free, Tony",25y 301d,131 (45-0-86 34.35%),46 (0.35),←,
25,"Gale, Brendon",26y 280d,102 (38-0-64 37.25%),101 (0.99),←,
11,"Gale, Michael",28y 124d,126 (53-0-73 42.06%),33 (0.26),21 (12-0-9 57.14%),4 (0.19)
3,"Kellaway, Duncan",22y 66d,36 (19-0-17 52.78%),,←,
33,"Knights, Matthew",24y 201d,133 (45-0-88 33.83%),88 (0.66),←,
27,"Maxfield, Stuart",23y 15d,71 (25-0-46 35.21%),45 (0.63),←,
6,"Naish, Chris",23y 209d,88 (32-0-56 36.36%),128 (1.45),←,
7,"Prescott, Ashley",22y 225d,14 (8-0-6 57.14%),,←,
12,"Richardson, Matthew",20y 36d,37 (17-0-20 45.95%),101 (2.73),←,
4,"Rogers, Matthew",21y 150d,26 (16-0-10 61.54%),27 (1.04),←,
5,"Tape, Jamie",21y 19d,25 (15-0-10 60.00%),2 (0.08),←,
41,"Turner, Scott",24y 328d,81 (29-0-52 35.80%),28 (0.35),←,
36,"Wigney, Stuart",26y 5d,62 (26-1-35 42.74%),41 (0.66),4 (4-0-0 100.00%),
Totals,Totals,24y 19d,1453 (652-2-799 44.87%),906 (0.62),,
C,"Northey, John",51y 299d,235 (116-1-118 49.57%),,46 (20-0-26 43.48%),
