Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 150d,272 (163-0-109 59.93%),138 (0.51),←,
27,"Baird, John",25y 71d,46 (21-1-24 46.74%),7 (0.15),←,
16,"Brown, Leigh",23y 179d,127 (52-1-74 41.34%),47 (0.37),64 (33-1-30 52.34%),27 (0.42)
2,"Colbert, Leigh",30y 75d,207 (118-2-87 57.49%),64 (0.31),102 (56-1-45 55.39%),14 (0.14)
24,"Firrito, Michael",21y 267d,39 (21-0-18 53.85%),8 (0.21),←,
6,"Grant, Shannon",28y 124d,235 (134-2-99 57.45%),271 (1.15),177 (102-1-74 57.91%),233 (1.32)
31,"Hale, David",21y 91d,35 (16-0-19 45.71%),17 (0.49),←,
39,"Harding, Leigh",24y 117d,68 (36-1-31 53.68%),100 (1.47),←,
4,"Harris, Daniel",23y 103d,67 (35-1-31 52.99%),23 (0.34),←,
29,"Harvey, Brent",27y 99d,192 (112-1-79 58.59%),229 (1.19),←,
21,"Jones, Corey",24y 176d,79 (38-0-41 48.10%),93 (1.18),←,
35,"Makepeace, Troy",26y 168d,125 (65-1-59 52.40%),33 (0.26),←,
20,"Petrie, Drew",22y 310d,83 (41-1-41 50.00%),67 (0.81),←,
30,"Pratt, Daniel",22y 153d,19 (10-0-9 52.63%),1 (0.05),16 (9-0-7 56.25%),
3,"Rawlings, Brady",24y 72d,109 (59-0-50 54.13%),46 (0.42),←,
26,"Rocca, Saverio",31y 274d,246 (114-3-129 46.95%),721 (2.93),90 (44-1-45 49.44%),207 (2.30)
7,"Simpson, Adam",29y 186d,221 (133-1-87 60.41%),68 (0.31),←,
9,"Sinclair, Jess",26y 360d,139 (54-1-84 39.21%),58 (0.42),89 (41-1-47 46.63%),32 (0.36)
23,"Thompson, Nathan",27y 188d,140 (67-1-72 48.21%),239 (1.71),21 (12-0-9 57.14%),47 (2.24)
14,"Urch, Callum",21y 31d,4 (1-0-3 25.00%),,←,
36,"Watt, Shannon",24y 268d,89 (46-1-42 52.25%),4 (0.04),←,
8,"Wells, Daniel",20y 199d,60 (32-1-27 54.17%),34 (0.57),←,
Totals,Totals,25y 166d,2602 (1368-19-1215 52.57%),2268 (0.87),,
C,"Laidley, Dani",38y 147d,65 (33-1-31 51.54%),,←,
