Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"AhMat, Matthew",6,,,6,1,,,2.0,,,,,,,,,,,,,,,
10,"Ashcroft, Marcus",17,6,10,27,,,,3.0,,,,,2.0,2.0,,,,,,,,,
8,"Cameron, David",10,2,3,13,1,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,
25,"Campbell, Matthew",24,9,13,37,,,,1.0,,,,,1.0,1.0,3.0,,,,,,,,
1,"Champion, Richard",16,12,3,19,2,5.0,,2.0,,,,,,2.0,,,,,,,,,
12,"Clarke, Troy",10,4,10,20,,,,,,,,,1.0,1.0,,,,,,,,,
4,"Gastev, John",12,5,11,23,,,,3.0,,,,,3.0,1.0,,,,,,,,,
5,"Hardie, Brad",9,3,5,14,,,,1.0,,,,,,,,,,,,,,,
32,"Hart, Shaun",10,4,8,18,,,,2.0,,,,,3.0,2.0,,,,,,,,,
41,"Kennedy, Matthew",4,4,9,13,,,,1.0,,,,,,,,,,,,,,,
17,"Leslie, Martin",10,8,14,24,,,,4.0,,,,,1.0,,,,,,,,,,
50,"Luhrs, Simon",8,5,8,16,,1.0,10.0,5.0,,,,,1.0,,,,,,,,,,
19,"McLean, Michael",18,1,11,29,2,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
24,"Merrett, Roger",7,4,8,15,,1.0,,3.0,,,,,4.0,3.0,,,,,,,,,
26,"Noonan, Danny",14,8,11,25,,,,,,,,,3.0,1.0,,,,,,,,,
34,"Ogg, David",13,3,6,19,1,,,,,,,,2.0,1.0,,,,,,,,,
23,"Schache, Laurence",8,3,4,12,3,2.0,,3.0,,,,,,,,,,,,,,,
48,"Windsor, Ray",3,2,3,6,,,,,,,,,1.0,,,,,,,,,,
35,"Worsfold, Peter",5,1,6,11,3,,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Zanotti, Mark",8,1,8,16,,,,,,,,,5.0,1.0,2.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,85,151,363,13,13.0,12.0,32.0,,,,,30.0,19.0,5.0,,,,,,,,
Opposition,Opposition,226,76,122,348,15,13.0,26.0,15.0,,,,,19.0,30.0,1.0,,,,,,,,
