Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
21,"Barry, Leo",21y 97d,30 (18-0-12 60.00%),24 (0.80),←,
41,"Cook, Troy",22y 12d,37 (23-0-14 62.16%),11 (0.30),←,
8,"Cresswell, Daryn",27y 94d,137 (54-1-82 39.78%),113 (0.82),←,
28,"Crouch, Jared",20y 172d,15 (8-0-7 53.33%),,←,
6,"Dunkley, Andrew",30y 56d,138 (56-2-80 41.30%),7 (0.05),←,
3,"Lewis, Dale",29y 112d,147 (50-2-95 34.69%),160 (1.09),←,
38,"Licuria, Paul",20y 232d,10 (2-0-8 20.00%),2 (0.20),←,
4,"Lockett, Tony",32y 168d,256 (112-1-143 43.95%),1268 (4.95),73 (44-1-28 60.96%),370 (5.07)
34,"Luff, Troy",28y 275d,97 (44-2-51 46.39%),66 (0.68),←,
11,"Maxfield, Stuart",26y 137d,156 (78-2-76 50.64%),93 (0.60),67 (43-1-23 64.93%),28 (0.42)
13,"McPherson, Daniel",23y 50d,42 (25-1-16 60.71%),5 (0.12),←,
17,"Mooney, Jason",25y 80d,94 (38-0-56 40.43%),50 (0.53),←,
23,"Nicks, Matthew",23y 103d,47 (29-0-18 61.70%),18 (0.38),←,
19,"OLoughlin, Michael",21y 185d,80 (46-1-33 58.13%),88 (1.10),←,
24,"Orchard, Mark",22y 144d,50 (27-1-22 55.00%),9 (0.18),38 (22-0-16 57.89%),5 (0.13)
1,"Roos, Paul",35y 58d,354 (158-1-195 44.77%),289 (0.82),85 (48-1-36 57.06%),19 (0.22)
22,"Saddington, Jason",18y 305d,19 (11-0-8 57.89%),7 (0.37),←,
2,"Schwass, Wayne",29y 270d,203 (113-0-90 55.67%),117 (0.58),19 (12-0-7 63.16%),20 (1.05)
7,"Seymour, Brad",22y 113d,76 (39-1-36 51.97%),4 (0.05),←,
15,"Stafford, Greg",23y 362d,77 (36-1-40 47.40%),19 (0.25),←,
20,"Stevens, John",27y 70d,40 (24-0-16 60.00%),20 (0.50),←,
33,"Warfe, Rowan",22y 62d,56 (20-0-36 35.71%),2 (0.04),30 (19-0-11 63.33%),1 (0.03)
Totals,Totals,25y 60d,2161 (1011-16-1134 46.78%),2372 (1.10),,
C,"Eade, Rodney",40y 142d,69 (43-1-25 63.04%),,←,
