Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Baldwin, Jason",11,5,6,17,,,,,,,,,1.0,2.0,,,,,,,,,
18,"Blakey, John",10,3,1,11,,1.0,,,,,,,,,,,,,,,,,
17,"Broderick, Paul",14,2,12,26,1,,,2.0,,,,,2.0,,,,,,,,,,
40,"Bunn, Mark",11,,4,15,,,,1.0,,,,,3.0,1.0,,,,,,,,,
16,"Cormack, Joe",11,4,12,23,3,2.0,,,,,,,1.0,1.0,,,,,,,,,
2,"Dundas, Matthew",16,3,8,24,1,2.0,,3.0,,,,,3.0,2.0,,,,,,,,,
54,"Elliott, Jamie",10,1,6,16,,,,1.0,,,,,1.0,,,,,,,,,,
49,"Harding, Dean",13,,2,15,1,2.0,,1.0,,,,,1.0,2.0,,,,,,,,,
6,"Ironmonger, John",7,6,9,16,,,10.0,,,,,,2.0,2.0,,,,,,,,,
21,"Kappler, Darren",18,3,6,24,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
19,"Klaebe, Brenton",3,1,3,6,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",8,4,4,12,2,1.0,,,,,,,,1.0,,,,,,,,,
26,"McGrath, Justin",4,2,4,8,,,,,,,,,,1.0,,,,,,,,,
25,"OConnell, David",2,,,2,1,1.0,,,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",9,6,4,13,3,2.0,,,,,,,1.0,1.0,,,,,,,,,
28,"Paxman, Stephen",7,1,4,11,,,1.0,3.0,,,,,1.0,,,,,,,,,,
1,"Roos, Paul",14,5,8,22,,1.0,,,,,,,2.0,1.0,,,,,,,,,
33,"Stephens, Brett",5,,5,10,,,,2.0,,,,,2.0,,,,,,,,,,
12,"Wheildon, Darren",6,4,7,13,1,,2.0,,,,,,,1.0,,,,,,,,,
8,"Wynd, Jim",23,7,9,32,1,,,1.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,57,114,316,15,15.0,13.0,16.0,,,,,23.0,20.0,,,,,,,,,
Opposition,Opposition,236,74,134,370,26,14.0,26.0,32.0,,,,,20.0,23.0,6.0,,,,,,,,
