Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
42,"Boyd, Matthew",23y 245d,49 (19-0-30 38.78%),11 (0.22),←,
17,"Cooney, Adam",20y 211d,46 (19-0-27 41.30%),40 (0.87),←,
4,"Cross, Daniel",23y 30d,51 (20-1-30 40.20%),8 (0.16),←,
10,"Eagleton, Nathan",27y 170d,177 (78-3-96 44.92%),156 (0.88),121 (52-1-68 43.39%),111 (0.92)
13,"Giansiracusa, Daniel",24y 49d,92 (34-2-56 38.04%),85 (0.92),←,
9,"Gilbee, Lindsay",24y 295d,78 (32-1-45 41.67%),45 (0.58),←,
3,"Grant, Chris",33y 137d,317 (162-5-150 51.89%),525 (1.66),←,
16,"Griffen, Ryan",19y 276d,22 (12-0-10 54.55%),9 (0.41),←,
8,"Hahn, Mitch",24y 354d,96 (36-1-59 38.02%),59 (0.61),←,
25,"Hargrave, Ryan",24y 277d,75 (28-2-45 38.67%),19 (0.25),←,
6,"Johnson, Brad",29y 285d,259 (118-5-136 46.53%),340 (1.31),←,
36,"Lake, Brian",24y 61d,58 (20-0-38 34.48%),8 (0.14),←,
23,"McMahon, Jordan",22y 337d,77 (27-2-48 36.36%),30 (0.39),←,
43,"Montgomery, Brett",32y 332d,189 (120-3-66 64.29%),106 (0.56),63 (42-1-20 67.46%),55 (0.87)
38,"Morris, Dale",23y 121d,22 (14-0-8 63.64%),,←,
2,"Murphy, Robert",23y 324d,106 (40-2-64 38.68%),73 (0.69),←,
1,"Ray, Farren",20y 37d,23 (9-0-14 39.13%),10 (0.43),←,
30,"Robbins, Matthew",28y 356d,118 (49-2-67 42.37%),85 (0.72),111 (45-2-64 41.44%),85 (0.77)
34,"Skipper, Wayde",23y 59d,31 (12-1-18 40.32%),12 (0.39),←,
5,"Smith, Rohan",32y 333d,281 (134-5-142 48.58%),236 (0.84),←,
11,"Street, Peter",25y 327d,46 (17-1-28 38.04%),9 (0.20),29 (10-0-19 34.48%),6 (0.21)
7,"West, Scott",31y 166d,281 (130-4-147 46.98%),99 (0.35),←,
Totals,Totals,25y 267d,2494 (1130-40-1324 45.31%),1965 (0.79),,
C,"Eade, Rodney",48y 25d,179 (96-2-81 54.19%),,27 (15-0-12 55.56%),
