Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",2,,8,10,,,,8.0,,,2.0,4.0,,1.0,,7.0,4.0,,,,,,74.0
24,"Bews, Jed",9,2,5,14,,,,2.0,1.0,1.0,2.0,,,,,3.0,10.0,,,1.0,,,83.0
46,"Blicavs, Mark",7,4,7,14,1,,7.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,,9.0,5.0,1.0,,2.0,,,80.0
6,"Clark, Jordan",7,4,6,13,,,,6.0,,2.0,,5.0,,2.0,,2.0,12.0,,,1.0,,,72.0
45,"Close, Brad",4,2,4,8,,,,3.0,,1.0,,,,,,5.0,3.0,,,,,1.0,79.0
40,"Dahlhaus, Luke",8,2,6,14,,,,3.0,,3.0,1.0,3.0,1.0,1.0,,4.0,11.0,1.0,,1.0,,,78.0
35,"Dangerfield, Patrick",16,3,11,27,,,,4.0,1.0,8.0,5.0,7.0,,3.0,1.0,15.0,13.0,1.0,,1.0,2.0,2.0,75.0
22,"Duncan, Mitch",15,6,7,22,2,1.0,,6.0,1.0,3.0,2.0,3.0,,2.0,2.0,5.0,15.0,1.0,2.0,,2.0,2.0,88.0
29,"Guthrie, Cameron",13,8,20,33,,,,5.0,1.0,3.0,7.0,4.0,,1.0,3.0,11.0,23.0,,,2.0,,,72.0
26,"Hawkins, Tom",7,4,6,13,3,3.0,,3.0,,,1.0,4.0,1.0,2.0,,6.0,7.0,,4.0,,,,97.0
25,"Henderson, Lachie",10,5,5,15,,,,1.0,3.0,,1.0,,,,,5.0,8.0,1.0,,1.0,,,95.0
38,"Henry, Jack",8,5,,8,,,,1.0,1.0,,,1.0,,,,1.0,7.0,,,8.0,,,90.0
8,"Kolodjashnij, Jake",7,4,6,13,,,,2.0,2.0,1.0,,2.0,,1.0,,5.0,9.0,,,6.0,,,91.0
27,"Menegola, Sam",11,6,13,24,,1.0,,3.0,3.0,3.0,3.0,3.0,,,,8.0,17.0,,,1.0,,1.0,91.0
32,"Miers, Gryan",9,3,6,15,,,,1.0,,2.0,,2.0,1.0,,,4.0,12.0,,,1.0,,,89.0
42,"OConnor, Mark",9,6,1,10,,,,2.0,2.0,2.0,,1.0,,,,,10.0,,,1.0,,,89.0
3,"Parfitt, Brandan",10,4,13,23,,1.0,,4.0,,3.0,1.0,5.0,1.0,3.0,,7.0,17.0,1.0,,4.0,,1.0,75.0
17,"Ratugolea, Esava",3,2,6,9,,1.0,4.0,3.0,1.0,,1.0,1.0,1.0,,,7.0,2.0,1.0,2.0,1.0,,,67.0
23,"Rohan, Gary",2,,3,5,1,1.0,,,,2.0,,2.0,1.0,,,4.0,1.0,,,1.0,,,85.0
1,"Stanley, Rhys",3,2,4,7,2,,25.0,5.0,,1.0,1.0,1.0,,1.0,,7.0,2.0,1.0,1.0,6.0,,,80.0
9,"Steven, Jack",10,2,14,24,,1.0,,11.0,2.0,2.0,6.0,1.0,1.0,,,7.0,14.0,,,1.0,2.0,,69.0
44,"Stewart, Tom",15,7,5,20,,,,2.0,4.0,4.0,1.0,1.0,,,,4.0,13.0,1.0,,4.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,185,81,156,341,9,11.0,36.0,77.0,23.0,42.0,36.0,51.0,10.0,18.0,6.0,126.0,215.0,9.0,9.0,43.0,6.0,7.0,
Opposition,Opposition,135,42,115,250,5,7.0,40.0,74.0,31.0,28.0,31.0,38.0,18.0,10.0,,116.0,130.0,5.0,4.0,28.0,1.0,2.0,
