Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
17,"Burns, Scott",32y 182d,234 (104-1-129 44.66%),137 (0.59),←,
43,"Clarke, Martin",19y 222d,1 (1-0-0 100.00%),,←,
32,"Cloke, Travis",20y 110d,42 (22-0-20 52.38%),32 (0.76),←,
12,"Cox, Shannon",21y 108d,5 (4-0-1 80.00%),,←,
1,"Davis, Leon",26y 6d,126 (59-0-67 46.83%),156 (1.24),←,
4,"Didak, Alan",24y 128d,109 (60-0-49 55.05%),159 (1.46),←,
25,"Fraser, Josh",25y 169d,148 (79-0-69 53.38%),128 (0.86),←,
38,"Goldsack, Tyson",20y 32d,5 (3-0-2 60.00%),,←,
6,"Holland, Brodie",27y 171d,153 (67-0-86 43.79%),141 (0.92),117 (59-0-58 50.43%),104 (0.89)
26,"Johnson, Ben",26y 79d,147 (78-0-69 53.06%),41 (0.28),←,
18,"Licuria, Paul",29y 170d,186 (81-0-105 43.55%),70 (0.38),176 (79-0-97 44.89%),68 (0.39)
24,"Lockyer, Tarkyn",27y 236d,154 (72-0-82 46.75%),85 (0.55),←,
27,"Maxwell, Nick",24y 20d,59 (31-0-28 52.54%),11 (0.19),←,
11,"OBree, Shane",28y 100d,180 (89-0-91 49.44%),70 (0.39),161 (80-0-81 49.69%),67 (0.42)
10,"Pendlebury, Scott",19y 167d,21 (12-0-9 57.14%),16 (0.76),←,
21,"Richards, Guy",24y 94d,30 (16-0-14 53.33%),3 (0.10),←,
23,"Rocca, Anthony",29y 312d,219 (106-0-113 48.40%),366 (1.67),197 (95-0-102 48.22%),355 (1.80)
39,"Shaw, Heath",21y 208d,40 (22-0-18 55.00%),10 (0.25),←,
28,"Stanley, Danny",19y 125d,2 (1-0-1 50.00%),,←,
36,"Swan, Dane",23y 118d,63 (32-0-31 50.79%),31 (0.49),←,
13,"Thomas, Dale",20y 2d,28 (17-0-11 60.71%),17 (0.61),←,
14,"Wakelin, Shane",32y 315d,221 (105-2-114 47.96%),20 (0.09),127 (64-0-63 50.39%),1 (0.01)
Totals,Totals,24y 256d,2173 (1061-3-1109 48.83%),1493 (0.69),,
C,"Malthouse, Mick",53y 310d,551 (308-4-239 56.26%),,173 (85-0-88 49.13%),
