Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",26y 358d,197 (126-2-69 64.47%),263 (1.34),5 (2-0-3 40.00%),1 (0.20)
44,"Bock, Nathan",28y 48d,118 (62-0-56 52.54%),57 (0.48),5 (2-0-3 40.00%),
3,"Brennan, Jared",26y 283d,125 (57-3-65 46.80%),78 (0.62),6 (2-0-4 33.33%),3 (0.50)
19,"Daye, Joseph",21y 94d,1 (1-0-0 100.00%),1 (1.00),←,
39,"Day, Sam",18y 243d,1 (1-0-0 100.00%),,←,
47,"Gorringe, Daniel",18y 339d,4 (2-0-2 50.00%),1 (0.25),←,
5,"Harbrow, Jarrod",22y 293d,76 (42-1-33 55.92%),21 (0.28),6 (2-0-4 33.33%),
21,"Harris, Daniel",28y 362d,155 (74-2-79 48.39%),46 (0.30),6 (2-0-4 33.33%),2 (0.33)
7,"Hunt, Karmichael",24y 171d,6 (2-0-4 33.33%),,←,
34,"Hutchins, Jack",19y 76d,3 (2-0-1 66.67%),,←,
36,"Iles, Sam",23y 322d,10 (6-0-4 60.00%),3 (0.30),3 (2-0-1 66.67%),3 (1.00)
14,"Krakouer, Nathan",23y 2d,43 (22-0-21 51.16%),12 (0.28),3 (1-0-2 33.33%),5 (1.67)
46,"Lynch, Tom",18y 188d,1 (1-0-0 100.00%),2 (2.00),←,
32,"Matera, Brandon",19y 57d,6 (2-0-4 33.33%),11 (1.83),←,
18,"McKenzie, Trent",19y 34d,6 (2-0-4 33.33%),3 (0.50),←,
43,"Patrick, Liam",23y 64d,2 (1-0-1 50.00%),2 (1.00),←,
35,"Rischitelli, Michael",25y 119d,117 (51-3-63 44.87%),50 (0.43),6 (2-0-4 33.33%),3 (0.50)
26,"Shaw, Matt",19y 91d,3 (1-0-2 33.33%),3 (1.00),←,
2,"Smith, Zac",21y 74d,6 (2-0-4 33.33%),5 (0.83),←,
25,"Stanley, Danny",23y 78d,11 (3-0-8 27.27%),5 (0.45),6 (2-0-4 33.33%),5 (0.83)
24,"Swallow, David",18y 169d,6 (2-0-4 33.33%),2 (0.33),←,
20,"Toy, Josh",19y 19d,5 (2-0-3 40.00%),,←,
Totals,Totals,22y 92d,902 (464-11-427 51.44%),565 (0.63),,
C,"McKenna, Guy",41y 361d,6 (2-0-4 33.33%),,←,
