Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
27,"Baird, John",22y 305d,17 (10-1-6 61.76%),4 (0.24),←,
16,"Brown, Leigh",21y 48d,66 (21-1-44 32.58%),22 (0.33),3 (2-1-0 83.33%),2 (0.67)
23,"Clayton, Shane",24y 170d,106 (56-1-49 53.30%),52 (0.49),88 (54-1-33 61.93%),51 (0.58)
2,"Colbert, Leigh",27y 309d,159 (91-2-66 57.86%),63 (0.40),54 (29-1-24 54.63%),13 (0.24)
6,"Grant, Shannon",25y 358d,175 (105-2-68 60.57%),191 (1.09),117 (73-1-43 62.82%),153 (1.31)
39,"Harding, Leigh",21y 351d,27 (14-1-12 53.70%),40 (1.48),←,
4,"Harris, Daniel",20y 337d,14 (5-1-8 39.29%),1 (0.07),←,
29,"Harvey, Brent",24y 333d,132 (83-1-48 63.26%),149 (1.13),←,
34,"King, David",31y 36d,201 (127-1-73 63.43%),117 (0.58),←,
35,"Makepeace, Troy",24y 37d,65 (34-1-30 53.08%),16 (0.25),←,
32,"Morrell, Digby",23y 184d,29 (15-1-13 53.45%),38 (1.31),←,
19,"Motlop, Daniel",21y 27d,9 (2-1-6 27.78%),2 (0.22),←,
44,"Motlop, Shannon",24y 237d,52 (29-1-22 56.73%),29 (0.56),←,
20,"Petrie, Drew",20y 179d,22 (10-1-11 47.73%),15 (0.68),←,
17,"Porter, Mark",26y 183d,79 (41-1-37 52.53%),19 (0.24),24 (13-1-10 56.25%),6 (0.25)
30,"Robbins, Ben",26y 106d,78 (39-3-36 51.92%),17 (0.22),26 (14-1-11 55.77%),3 (0.12)
26,"Rocca, Saverio",29y 143d,201 (91-3-107 46.02%),615 (3.06),45 (21-1-23 47.78%),101 (2.24)
7,"Simpson, Adam",27y 55d,162 (104-1-57 64.51%),50 (0.31),←,
9,"Sinclair, Jess",24y 229d,86 (30-1-55 35.47%),44 (0.51),36 (17-1-18 48.61%),18 (0.50)
10,"Stevens, Anthony",31y 284d,255 (156-1-98 61.37%),114 (0.45),←,
36,"Watt, Shannon",22y 137d,29 (15-1-13 53.45%),4 (0.14),←,
8,"Wells, Daniel",18y 68d,3 (2-1-0 83.33%),1 (0.33),←,
Totals,Totals,24y 220d,1967 (1080-28-859 54.91%),1603 (0.81),,
C,"Laidley, Dani",36y 16d,3 (2-1-0 83.33%),,←,
