Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
47,"Beams, Ben",21y 298d,17 (8-0-9 47.06%),13 (0.76),←,
32,"Bruce, Cameron",20y 254d,13 (7-0-6 53.85%),14 (1.08),←,
28,"Collins, Matthew",23y 129d,24 (11-0-13 45.83%),6 (0.25),10 (5-0-5 50.00%),4 (0.40)
33,"Farmer, Jeff",22y 352d,93 (36-0-57 38.71%),188 (2.02),←,
21,"Febey, Steven",30y 296d,231 (116-0-115 50.22%),33 (0.14),←,
27,"Ingerson, Anthony",30y 241d,137 (54-0-83 39.42%),40 (0.29),100 (38-0-62 38.00%),15 (0.15)
16,"Johnstone, Travis",19y 329d,31 (11-0-20 35.48%),24 (0.77),←,
36,"Leoncelli, Andrew",25y 329d,78 (32-0-46 41.03%),29 (0.37),←,
35,"McDonald, Anthony",27y 363d,68 (28-0-40 41.18%),29 (0.43),←,
23,"McDonald, James",23y 249d,53 (26-0-27 49.06%),22 (0.42),←,
9,"Neitz, David",25y 140d,151 (66-0-85 43.71%),225 (1.49),←,
7,"Powell, Stephen",23y 277d,44 (26-1-17 60.23%),32 (0.73),14 (7-0-7 50.00%),11 (0.79)
43,"Rigoni, Guy",25y 319d,59 (29-0-30 49.15%),18 (0.31),←,
24,"Robertson, Russell",21y 199d,46 (22-0-24 47.83%),58 (1.26),←,
5,"Schwarz, David",27y 322d,128 (54-1-73 42.58%),201 (1.57),←,
46,"Simmonds, Troy",21y 333d,19 (7-0-12 36.84%),3 (0.16),←,
42,"Walsh, Peter",23y 322d,32 (12-0-20 37.50%),5 (0.16),←,
31,"Wheatley, Paul",19y 59d,7 (5-0-2 71.43%),3 (0.43),←,
45,"Whelan, Matthew",20y 210d,11 (6-0-5 54.55%),,←,
34,"White, Jeff",23y 112d,89 (40-0-49 44.94%),53 (0.60),57 (27-0-30 47.37%),35 (0.61)
22,"Woewodin, Shane",23y 334d,83 (33-0-50 39.76%),31 (0.37),←,
13,"Yze, Adem",22y 263d,108 (43-0-65 39.81%),53 (0.49),←,
Totals,Totals,23y 360d,1522 (672-2-848 44.15%),1080 (0.71),,
C,"Daniher, Neale",39y 116d,61 (29-0-32 47.54%),,←,
