Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
31,"Alvey, Mark",19y 353d,11 (7-0-4 63.64%),4 (0.36),←,
18,"Bartlett, Trent",23y 184d,49 (24-2-23 51.02%),15 (0.31),10 (6-0-4 60.00%),7 (0.70)
17,"Brown, Nathan",22y 108d,60 (37-1-22 62.50%),45 (0.75),←,
19,"Contessa, Adam",23y 151d,27 (18-1-8 68.52%),6 (0.22),←,
16,"Croft, Matthew",27y 92d,118 (70-3-45 60.59%),47 (0.40),←,
11,"Curley, Todd",27y 135d,91 (49-2-40 54.95%),38 (0.42),88 (47-2-39 54.55%),37 (0.42)
14,"Darcy, Luke",24y 321d,107 (59-2-46 56.07%),77 (0.72),←,
28,"Dimattina, Paul",25y 188d,75 (46-1-28 62.00%),31 (0.41),←,
10,"Eagleton, Nathan",21y 200d,68 (33-2-33 50.00%),55 (0.81),12 (7-0-5 58.33%),10 (0.83)
32,"Ellis, Craig",24y 359d,84 (46-1-37 55.36%),4 (0.05),←,
4,"Garlick, Simon",25y 48d,103 (61-1-41 59.71%),70 (0.68),59 (37-1-21 63.56%),43 (0.73)
3,"Grant, Chris",27y 167d,224 (122-4-98 55.36%),424 (1.89),←,
37,"Hahn, Mitch",19y 18d,3 (3-0-0 100.00%),,←,
9,"Hudson, Paul",29y 313d,209 (127-1-81 61.00%),427 (2.04),75 (47-1-27 63.33%),163 (2.17)
25,"Hunter, Kingsley",25y 1d,54 (22-0-32 40.74%),89 (1.65),13 (8-0-5 61.54%),3 (0.23)
6,"Johnson, Brad",23y 315d,135 (72-3-60 54.44%),118 (0.87),←,
39,"Liberatore, Tony",34y 107d,239 (130-3-106 55.02%),93 (0.39),←,
36,"Romero, Jose",28y 301d,192 (101-1-90 52.86%),161 (0.84),103 (52-1-50 50.97%),63 (0.61)
5,"Smith, Rohan",26y 363d,159 (88-3-68 56.29%),153 (0.96),←,
7,"West, Scott",25y 196d,159 (85-2-72 54.09%),62 (0.39),←,
1,"Wills, Andrew",28y 146d,145 (76-0-69 52.41%),126 (0.87),7 (5-0-2 71.43%),5 (0.71)
15,"Wynd, Scott",30y 124d,226 (119-4-103 53.54%),30 (0.13),←,
Totals,Totals,25y 257d,2538 (1395-37-1106 54.96%),2075 (0.82),,
C,"Wallace, Terry",41y 167d,94 (56-1-37 60.11%),,←,
