Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brennan, Luke",4,,7,11,,,,2.0,1.0,2.0,,4.0,,3.0,,4.0,8.0,,,2.0,1.0,,74.0
25,"Clarke, Tim",4,2,7,11,1,1.0,,5.0,,1.0,,2.0,2.0,,,5.0,7.0,,1.0,1.0,,,100.0
24,"Croad, Trent",11,11,11,22,2,,,3.0,,7.0,1.0,4.0,,,,7.0,14.0,1.0,1.0,3.0,,2.0,100.0
19,"Dixon, Ben",4,2,5,9,,,,,2.0,,,3.0,,2.0,,2.0,8.0,,,2.0,,2.0,49.0
1,"Everitt, Peter",12,5,8,20,2,1.0,20.0,,3.0,5.0,5.0,2.0,3.0,,,11.0,11.0,1.0,1.0,3.0,1.0,,78.0
38,"Franklin, Lance",10,6,5,15,2,,,,,4.0,,3.0,1.0,2.0,,5.0,10.0,1.0,,1.0,1.0,1.0,94.0
3,"Hay, Jonathan",2,5,9,11,,,,1.0,2.0,,,2.0,,2.0,,3.0,8.0,1.0,,5.0,,,100.0
15,"Hodge, Luke",17,7,17,34,,1.0,,2.0,8.0,1.0,7.0,5.0,1.0,1.0,3.0,13.0,21.0,1.0,1.0,3.0,1.0,1.0,100.0
8,"Jacobs, Danny",14,13,17,31,,,,1.0,2.0,,2.0,1.0,,,,6.0,25.0,,,6.0,2.0,,100.0
18,"Ladson, Rick",11,5,7,18,1,,,2.0,5.0,3.0,,,,,,3.0,15.0,,1.0,,1.0,,86.0
37,"Lekkas, Angelo",7,5,10,17,,,,5.0,3.0,3.0,1.0,6.0,,2.0,,4.0,15.0,,,2.0,2.0,,82.0
40,"Lewis, Jordan",10,5,9,19,1,,,1.0,3.0,3.0,3.0,5.0,,4.0,,4.0,15.0,,,1.0,2.0,,71.0
12,"Lonie, Nathan",9,2,9,18,2,,,2.0,2.0,5.0,1.0,2.0,,1.0,,2.0,16.0,,,2.0,1.0,,100.0
14,"Miller, Harry",5,2,3,8,1,,,,,1.0,,3.0,,,,2.0,6.0,,,1.0,,,62.0
16,"Ries, Nick",11,4,7,18,,,,3.0,,3.0,4.0,3.0,1.0,2.0,,6.0,12.0,,,1.0,,1.0,61.0
35,"Roughead, Jarryd",12,5,7,19,,,,,2.0,3.0,,3.0,,2.0,,6.0,12.0,,,2.0,3.0,,87.0
28,"Sewell, Brad",13,5,11,24,,,,1.0,2.0,4.0,3.0,,1.0,,,7.0,15.0,1.0,,1.0,,1.0,100.0
11,"Smith, Joel",16,8,11,27,1,1.0,,,4.0,4.0,6.0,1.0,,1.0,2.0,9.0,17.0,,2.0,1.0,3.0,,95.0
43,"Taylor, Simon",3,3,3,6,1,1.0,11.0,1.0,,,,,,,,3.0,3.0,1.0,2.0,1.0,,1.0,45.0
21,"Vandenberg, Richard",19,9,6,25,,1.0,,,2.0,6.0,2.0,2.0,1.0,,,7.0,20.0,,,1.0,,,94.0
6,"Williams, Mark",14,6,,14,5,4.0,,,,,1.0,1.0,1.0,,1.0,6.0,9.0,1.0,6.0,,,1.0,100.0
45,"Young, Clinton",2,1,2,4,,,,1.0,,1.0,,,,,,,4.0,,,1.0,1.0,,22.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,111,171,381,19,13.0,31.0,30.0,41.0,56.0,36.0,52.0,11.0,22.0,6.0,115.0,271.0,8.0,15.0,40.0,19.0,10.0,
Opposition,Opposition,191,86,94,285,15,13.0,24.0,50.0,38.0,50.0,27.0,48.0,22.0,11.0,,113.0,166.0,7.0,10.0,39.0,15.0,6.0,
