St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Acres, Blake",8,4,13,21,,1.0,,3.0,1.0,2.0,6.0,5.0,1.0,3.0,,11.0,12.0,,,,,2.0,77.0
20,"Armitage, David",9,3,7,16,,,,4.0,3.0,,,6.0,1.0,1.0,,4.0,11.0,,,3.0,,,82.0
26,"Battle, Josh",15,8,1,16,,,,7.0,6.0,,,2.0,,,,4.0,11.0,,,1.0,,,86.0
15,"Billings, Jack",13,5,10,23,,1.0,,9.0,4.0,5.0,2.0,4.0,2.0,,,7.0,16.0,1.0,1.0,,,2.0,91.0
27,"Bruce, Josh",8,7,7,15,2,2.0,2.0,3.0,,1.0,,1.0,1.0,1.0,,8.0,6.0,2.0,2.0,1.0,,,89.0
2,"Carlisle, Jake",6,4,5,11,,1.0,,,,,,,,,,3.0,5.0,1.0,1.0,3.0,,,89.0
11,"Clark, Hunter",8,7,11,19,,,,1.0,2.0,,2.0,1.0,,,,4.0,14.0,,,3.0,,,83.0
7,"Dunstan, Luke",10,1,9,19,,2.0,,5.0,1.0,6.0,5.0,1.0,1.0,1.0,,7.0,13.0,,1.0,1.0,,,85.0
4,"Gresham, Jade",14,3,10,24,1,,,6.0,1.0,2.0,3.0,4.0,,1.0,,10.0,15.0,,1.0,,2.0,1.0,91.0
10,"Hannebery, Dan",15,4,12,27,,1.0,,5.0,2.0,2.0,2.0,3.0,1.0,,,11.0,16.0,,,,,,69.0
40,"Hind, Nick",10,2,3,13,3,,,4.0,,4.0,,1.0,,,,2.0,8.0,,1.0,,2.0,,73.0
25,"Kent, Dean",4,3,3,7,,,,3.0,,1.0,,2.0,,1.0,,3.0,4.0,,1.0,1.0,,,71.0
43,"Marsh, Jonathon",3,1,2,5,,,,1.0,1.0,,,2.0,,,,2.0,2.0,,,7.0,,,86.0
19,"Marshall, Rowan",7,7,5,12,,,37.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,,7.0,7.0,2.0,,2.0,,,84.0
36,"McKenzie, Daniel",1,,7,8,,,,2.0,,,,1.0,,1.0,,4.0,4.0,,,6.0,,,87.0
28,"Membrey, Tim",8,3,3,11,1,,,,,2.0,1.0,,1.0,,,5.0,7.0,,1.0,1.0,,1.0,82.0
16,"Newnes, Jack",1,,7,8,,,,4.0,,1.0,,1.0,,,,2.0,6.0,,,1.0,,,77.0
34,"Parker, Matthew",9,4,3,12,1,1.0,,4.0,2.0,4.0,1.0,,3.0,,,4.0,7.0,1.0,1.0,1.0,,,76.0
6,"Ross, Sebastian",17,5,13,30,,1.0,,4.0,2.0,3.0,7.0,4.0,,1.0,,8.0,22.0,,,4.0,,,87.0
5,"Savage, Shane",6,4,8,14,,,,4.0,4.0,,2.0,1.0,,,,5.0,5.0,,,5.0,1.0,,76.0
35,"Sinclair, Jack",15,5,3,18,,,,3.0,6.0,3.0,4.0,3.0,3.0,,,9.0,9.0,,,,4.0,,68.0
44,"Wilkie, Callum",14,4,2,16,,,,3.0,9.0,1.0,1.0,4.0,,,,4.0,7.0,1.0,,2.0,,,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,84,144,345,8,11.0,39.0,80.0,45.0,40.0,39.0,47.0,15.0,11.0,,124.0,207.0,8.0,10.0,42.0,9.0,6.0,
Opposition,Opposition,263,121,116,379,17,13.0,42.0,56.0,28.0,62.0,43.0,52.0,11.0,15.0,6.0,151.0,220.0,14.0,12.0,37.0,1.0,9.0,
