North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",25y 58d,109 (53-1-55 49.08%),107 (0.98),←,
11,"Archer, Glenn",20y 121d,24 (13-0-11 54.17%),10 (0.42),←,
13,"Bardsley, Kristian",20y 313d,5 (2-0-3 40.00%),4 (0.80),←,
12,"Blakey, John",26y 364d,147 (60-0-87 40.82%),41 (0.28),12 (8-0-4 66.67%),3 (0.25)
23,"Clarkson, Alastair",25y 87d,73 (31-2-40 43.84%),55 (0.75),←,
27,"Crocker, Darren",26y 119d,112 (50-1-61 45.09%),70 (0.63),←,
28,"Dwyer, Anthony",23y 203d,23 (7-0-16 30.43%),22 (0.96),←,
29,"German, Peter",28y 171d,174 (85-3-86 49.71%),200 (1.15),←,
26,"Ishchenko, Alex",29y 94d,104 (43-0-61 41.35%),35 (0.34),32 (17-0-15 53.13%),10 (0.31)
35,"Longmire, John",22y 204d,106 (50-1-55 47.64%),345 (3.25),←,
20,"Mann, Peter",22y 319d,17 (5-0-12 29.41%),7 (0.41),←,
4,"Martyn, Mick",24y 326d,108 (53-1-54 49.54%),11 (0.10),←,
41,"McAdam, Adrian",22y 133d,12 (8-0-4 66.67%),60 (5.00),←,
31,"McKernan, Corey",19y 216d,1 (0-0-1 0.00%),,←,
22,"Roberts, Mark",28y 25d,106 (44-0-62 41.51%),60 (0.57),29 (18-0-11 62.07%),41 (1.41)
2,"Schwass, Wayne",24y 238d,93 (45-0-48 48.39%),47 (0.51),←,
39,"Sholl, Brad",20y 255d,1 (0-0-1 0.00%),,←,
24,"Sholl, Craig",25y 205d,80 (42-0-38 52.50%),14 (0.17),←,
15,"Smith, Ross",28y 170d,167 (79-2-86 47.90%),33 (0.20),←,
10,"Stevens, Anthony",22y 21d,58 (30-0-28 51.72%),23 (0.40),←,
Totals,Totals,24y 146d,1520 (700-11-809 46.05%),1144 (0.75),,
C,"Pagan, Denis",45y 302d,16 (11-0-5 68.75%),,←,
