Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",10,5,5,15,1,1.0,,,,2.0,1.0,1.0,1.0,2.0,,8.0,7.0,1.0,1.0,,,,
11,"Archer, Glenn",7,4,6,13,,,1.0,2.0,4.0,1.0,,,,2.0,,7.0,7.0,1.0,,,,,
26,"Bell, Peter",11,1,3,14,2,,,1.0,1.0,5.0,3.0,1.0,,1.0,,7.0,8.0,1.0,1.0,2.0,,,
12,"Blakey, John",11,5,4,15,,,,,6.0,2.0,,,2.0,,,9.0,6.0,3.0,,1.0,,,
18,"Carey, Wayne",10,7,7,17,3,1.0,,1.0,2.0,2.0,,2.0,1.0,2.0,,11.0,5.0,4.0,4.0,,,,
23,"Clayton, Shane",1,,2,3,,,,1.0,,,1.0,1.0,,2.0,,2.0,1.0,,,,,,
3,"Dhurrkay, Gary",5,1,2,7,2,,,1.0,,1.0,1.0,1.0,,,,3.0,4.0,,1.0,,,,
6,"Grant, Shannon",10,7,7,17,1,1.0,,,1.0,2.0,2.0,1.0,1.0,2.0,,9.0,9.0,2.0,1.0,1.0,1.0,,
29,"Harvey, Brent",8,,5,13,,,,,1.0,1.0,4.0,1.0,,,,11.0,2.0,,,,3.0,,
34,"King, David",14,2,6,20,,,,2.0,5.0,5.0,1.0,1.0,2.0,,,8.0,9.0,1.0,,2.0,5.0,,
42,"Kingsley, Kent",5,2,4,9,,2.0,,1.0,,3.0,,2.0,2.0,,,6.0,3.0,,1.0,1.0,,,
35,"Longmire, John",6,3,5,11,,,3.0,,5.0,,,,2.0,,,2.0,7.0,,,,,,
5,"McCartney, Jason",11,8,2,13,,,,,4.0,2.0,,,,2.0,,7.0,7.0,4.0,,1.0,2.0,,
31,"McKernan, Corey",13,9,5,18,4,,32.0,,3.0,3.0,6.0,,3.0,,2.0,13.0,4.0,7.0,4.0,,,,
19,"Mooney, Cameron",1,1,,1,,,,,,,,,,,,,1.0,,1.0,,,,
28,"Pickett, Byron",6,1,7,13,,,1.0,2.0,2.0,2.0,,,,1.0,,8.0,5.0,1.0,,5.0,2.0,,
39,"Rawlings, Brady",1,,1,2,,1.0,,,,,,,,,,1.0,1.0,,,,,,
8,"Scott, Robert",2,,,2,,,,,,,1.0,,,1.0,,2.0,,,,1.0,,,
24,"Sholl, Craig",12,5,5,17,1,4.0,,,,6.0,1.0,,,2.0,,4.0,13.0,,3.0,3.0,,,
7,"Simpson, Adam",18,3,4,22,,1.0,2.0,5.0,1.0,4.0,4.0,,1.0,,,7.0,14.0,1.0,,2.0,,,
10,"Stevens, Anthony",22,4,6,28,1,,,4.0,4.0,4.0,8.0,2.0,,,,10.0,19.0,,1.0,1.0,,,
30,"Welsh, Scott",4,2,2,6,,,,,2.0,1.0,,1.0,,1.0,,2.0,4.0,1.0,,1.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,70,88,276,15,12.0,39.0,20.0,41.0,46.0,33.0,14.0,15.0,18.0,2.0,137.0,136.0,27.0,18.0,21.0,13.0,,
Opposition,Opposition,187,77,119,306,15,10.0,24.0,22.0,24.0,64.0,42.0,31.0,18.0,15.0,4.0,144.0,169.0,19.0,11.0,20.0,15.0,,
