Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Buntine, Matt",21y 272d,26 (9-0-17 34.62%),1 (0.04),←,
18,"Cameron, Jeremy",22y 108d,66 (15-0-51 22.73%),164 (2.48),←,
3,"Coniglio, Stephen",21y 215d,57 (16-0-41 28.07%),19 (0.33),←,
35,"Corr, Aidan",21y 62d,26 (7-0-19 26.92%),1 (0.04),←,
44,"Downie, Tom",22y 82d,4 (2-0-2 50.00%),1 (0.25),←,
4,"Greene, Toby",21y 296d,68 (16-0-52 23.53%),30 (0.44),←,
32,"Griffen, Ryan",28y 356d,217 (106-1-110 49.08%),135 (0.62),15 (9-0-6 60.00%),5 (0.33)
2,"Hampton, Curtly",22y 130d,50 (8-0-42 16.00%),10 (0.20),←,
19,"Haynes, Nick",23y 61d,40 (11-0-29 27.50%),3 (0.08),←,
22,"Kelly, Josh",20y 156d,29 (11-0-18 37.93%),15 (0.52),←,
37,"Lobb, Rory",22y 159d,6 (2-0-4 33.33%),5 (0.83),←,
25,"McCarthy, Cam",20y 108d,16 (10-0-6 62.50%),33 (2.06),←,
7,"Palmer, Rhys",26y 155d,104 (32-0-72 30.77%),75 (0.72),51 (11-0-40 21.57%),52 (1.02)
9,"Scully, Tom",24y 64d,100 (28-1-71 28.50%),33 (0.33),69 (15-0-54 21.74%),27 (0.39)
23,"Shaw, Heath",29y 233d,206 (125-2-79 61.17%),37 (0.18),33 (15-0-18 45.45%),
10,"Smith, Devon",22y 59d,74 (18-0-56 24.32%),66 (0.89),←,
38,"Steele, Jack",19y 217d,4 (2-0-2 50.00%),1 (0.25),←,
20,"Tomlinson, Adam",21y 342d,49 (9-0-40 18.37%),15 (0.31),←,
17,"Treloar, Adam",22y 131d,73 (18-0-55 24.66%),45 (0.62),←,
8,"Ward, Callan",25y 99d,136 (49-0-87 36.03%),67 (0.49),76 (17-0-59 22.37%),34 (0.45)
6,"Whitfield, Lachie",21y,44 (12-0-32 27.27%),19 (0.43),←,
29,"Williams, Zac",20y 301d,26 (7-0-19 26.92%),6 (0.23),←,
Totals,Totals,22y 297d,1421 (513-4-904 36.10%),781 (0.55),,
C,"Cameron, Leon",42y 319d,37 (15-0-22 40.54%),,←,
