Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",21y 198d,65 (14-1-50 22.31%),40 (0.62),←,
22,"Bain, David",26y 344d,80 (16-1-63 20.63%),43 (0.54),←,
11,"Buckley, Nathan",20y 259d,3 (1-0-2 33.33%),4 (1.33),←,
1,"Champion, Richard",24y 362d,42 (7-1-34 17.86%),19 (0.45),←,
5,"Chapman, Nathan",17y 339d,3 (1-0-2 33.33%),1 (0.33),←,
12,"Clarke, Troy",23y 307d,32 (5-1-26 17.19%),14 (0.44),←,
6,"Fletcher, Adrian",23y 183d,48 (26-0-22 54.17%),23 (0.48),3 (1-0-2 33.33%),3 (1.00)
4,"Gastev, John",28y 243d,114 (36-1-77 32.02%),68 (0.60),84 (19-1-64 23.21%),37 (0.44)
2,"Green, Ashley",20y 5d,21 (5-1-15 26.19%),2 (0.10),←,
32,"Hart, Shaun",21y 329d,32 (7-1-24 23.44%),5 (0.16),←,
41,"Kennedy, Matthew",23y 66d,41 (7-0-34 17.07%),8 (0.20),←,
23,"Leppitsch, Justin",17y 192d,3 (1-0-2 33.33%),3 (1.00),←,
17,"Leslie, Martin",30y 145d,76 (16-1-59 21.71%),7 (0.09),←,
40,"McLuckie, Steven",20y 58d,14 (4-1-9 32.14%),8 (0.57),←,
24,"Merrett, Roger",32y 357d,246 (120-3-123 49.39%),282 (1.15),97 (23-1-73 24.23%),134 (1.38)
27,"Murphy, Michael",27y 215d,21 (7-0-14 33.33%),43 (2.05),2 (1-0-1 50.00%),2 (1.00)
26,"Noonan, Danny",24y 133d,42 (7-1-34 17.86%),17 (0.40),←,
8,"Peos, Paul",25y 73d,53 (25-2-26 49.06%),33 (0.62),2 (1-0-1 50.00%),5 (2.50)
38,"Scott, Dion",23y 10d,7 (2-0-5 28.57%),,1 (1-0-0 100.00%),
3,"Voss, Michael",17y 278d,9 (3-0-6 33.33%),6 (0.67),←,
Totals,Totals,23y 223d,952 (310-15-627 32.56%),626 (0.66),,
C,"Walls, Robert",42y 264d,246 (123-2-121 50.41%),,47 (8-1-38 18.09%),
