Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 61d,33 (18-1-14 56.06%),2 (0.06),←,
32,"Briggs, Kieren",21y 319d,5 (3-0-2 60.00%),2 (0.40),←,
5,"Bruhn, Tanner",19y 86d,11 (5-0-6 45.45%),4 (0.36),←,
3,"Coniglio, Stephen",27y 249d,154 (71-1-82 46.43%),84 (0.55),←,
13,"Cumming, Isaac",23y 10d,32 (16-1-15 51.56%),1 (0.03),←,
24,"de Boer, Matt",31y 164d,209 (120-5-84 58.61%),78 (0.37),71 (42-4-25 61.97%),30 (0.42)
4,"Greene, Toby",27y 330d,175 (80-2-93 46.29%),225 (1.29),←,
19,"Haynes, Nick",29y 95d,164 (80-4-80 50.00%),9 (0.05),←,
27,"Himmelberg, Harry",25y 105d,103 (61-2-40 60.19%),123 (1.19),←,
23,"Hogan, Jesse",26y 190d,98 (45-0-53 45.92%),188 (1.92),8 (4-0-4 50.00%),18 (2.25)
2,"Hopper, Jacob",24y 196d,105 (61-2-42 59.05%),40 (0.38),←,
39,"Idun, Connor",21y 23d,24 (12-1-11 52.08%),,←,
22,"Kelly, Josh",26y 190d,153 (84-3-66 55.88%),97 (0.63),←,
40,"Kennedy, Adam",29y 40d,130 (53-1-76 41.15%),13 (0.10),←,
38,"Lloyd, Daniel",29y 184d,65 (35-4-26 56.92%),56 (0.86),←,
33,"OHalloran, Xavier",21y 41d,19 (10-1-8 55.26%),5 (0.26),←,
36,"Perryman, Harry",22y 245d,68 (35-1-32 52.21%),19 (0.28),←,
28,"Sproule, Zach",23y 101d,9 (5-0-4 55.56%),9 (1.00),←,
42,"Stein, Jake",27y 216d,9 (6-1-2 72.22%),,←,
14,"Taranto, Tim",23y 205d,96 (55-2-39 58.33%),40 (0.42),←,
15,"Taylor, Sam",22y 108d,51 (32-0-19 62.75%),1 (0.02),←,
8,"Ward, Callan",31y 133d,246 (111-4-131 45.93%),124 (0.50),186 (79-4-103 43.55%),91 (0.49)
6,"Whitfield, Lachie",27y 34d,165 (82-4-79 50.91%),64 (0.39),←,
Totals,Totals,25y 113d,2124 (1080-40-1004 50.85%),1184 (0.56),,
C,"Cameron, Leon",48y 353d,182 (98-4-80 54.95%),,←,
