Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",12,2,9,21,,1.0,,3.0,,,,,2.0,,,,,,,,,,
25,"Bews, Andrew",4,,8,12,,,,1.0,,,,,,,,,,,,,,,
30,"Bourke, Damian",3,1,1,4,1,,6.0,,,,,,,,,,,,,,,,
1,"Champion, Richard",7,6,4,11,,,1.0,,,,,,1.0,1.0,2.0,,,,,,,,
16,"Clarke, Matthew",5,5,4,9,,,4.0,,,,,,,4.0,,,,,,,,,
12,"Clarke, Troy",15,4,12,27,,1.0,,1.0,,,,,,,3.0,,,,,,,,
6,"Fletcher, Adrian",16,5,10,26,,1.0,,1.0,,,,,,2.0,,,,,,,,,
8,"Gowers, Andrew",9,5,5,14,,,,,,,,,,,,,,,,,,,
32,"Hart, Shaun",14,6,6,20,2,,,2.0,,,,,,,,,,,,,,,
41,"Kennedy, Matthew",9,1,4,13,1,,,,,,,,,,,,,,,,,,
44,"Lappin, Nigel",9,4,2,11,,2.0,,1.0,,,,,2.0,,,,,,,,,,
23,"Leppitsch, Justin",6,2,4,10,,,1.0,1.0,,,,,,1.0,,,,,,,,,
28,"Lyon, Ross",11,5,11,22,,,,3.0,,,,,1.0,,1.0,,,,,,,,
2,"McAdam, Gilbert",5,1,3,8,1,2.0,,1.0,,,,,,,,,,,,,,,
7,"McIvor, Scott",9,6,1,10,5,3.0,,,,,,,1.0,1.0,,,,,,,,,
19,"McLean, Michael",7,2,5,12,,,,,,,,,,2.0,,,,,,,,,
4,"McRae, Craig",15,2,4,19,3,2.0,,,,,,,,,,,,,,,,,
38,"Scott, Dion",5,1,3,8,2,3.0,3.0,1.0,,,,,1.0,,,,,,,,,,
9,"Starcevich, Craig",11,6,2,13,1,1.0,,,,,,,1.0,3.0,,,,,,,,,
3,"Voss, Michael",15,6,10,25,2,,,2.0,,,,,3.0,1.0,,,,,,,,,
33,"White, Darryl",9,5,13,22,,,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,75,121,317,18,18.0,15.0,18.0,,,,,12.0,16.0,6.0,,,,,,,,
Opposition,Opposition,175,47,115,290,14,15.0,12.0,24.0,,,,,16.0,12.0,,,,,,,,,
