Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Betheras, Rupert",5.0,1.0,5,10,1.0,,4.0,,1.0,3.0,1.0,2.0,,1.0,,4.0,6,,1.0,,,,
5,"Buckley, Nathan",12.0,1.0,11,23,,1.0,,5.0,1.0,4.0,5.0,4.0,1.0,2.0,,13.0,10,,,,,,
17,"Burns, Scott",6.0,1.0,10,16,,,,3.0,1.0,2.0,5.0,,2.0,,,9.0,9,,,,,,
8,"Clement, James",10.0,4.0,3,13,,,,1.0,6.0,3.0,1.0,1.0,,,,3.0,10,1.0,,5.0,1.0,,
34,"Cloke, Jason",7.0,4.0,5,12,1.0,,1.0,1.0,2.0,2.0,,6.0,2.0,1.0,,3.0,8,,1.0,6.0,1.0,,
13,"Cole, Richard",9.0,1.0,4,13,,,,2.0,4.0,,1.0,,,,,5.0,9,,,1.0,1.0,,
1,"Davis, Leon",5.0,1.0,3,8,2.0,,,,,1.0,2.0,1.0,,,,7.0,2,,1.0,,1.0,,
19,"Davis, Nick",10.0,4.0,2,12,2.0,1.0,,,2.0,2.0,1.0,2.0,,,,3.0,9,,1.0,,1.0,,
4,"Didak, Alan",13.0,4.0,4,17,1.0,,,,2.0,5.0,3.0,2.0,1.0,,,10.0,7,2.0,1.0,,,,
25,"Fraser, Josh",9.0,3.0,4,13,1.0,3.0,4.0,,,4.0,3.0,2.0,,,,6.0,8,1.0,1.0,2.0,,,
9,"Freeborn, Glenn",8.0,,11,19,,,,2.0,1.0,1.0,2.0,1.0,2.0,,,11.0,8,,,4.0,,,
26,"Johnson, Ben",12.0,4.0,9,21,,,,1.0,5.0,1.0,4.0,2.0,1.0,1.0,,10.0,11,,,,,,
18,"Licuria, Paul",11.0,4.0,12,23,,,,,3.0,3.0,4.0,3.0,,,,8.0,14,,,1.0,,,
24,"Lockyer, Tarkyn",9.0,3.0,5,14,3.0,2.0,,,1.0,,3.0,,,,,4.0,12,,3.0,1.0,,,
27,"McGough, Mark",5.0,3.0,6,11,,,,2.0,1.0,1.0,1.0,2.0,,,,2.0,9,,,1.0,,,
12,"McKee, Steven",6.0,5.0,13,19,,,13.0,3.0,,2.0,7.0,3.0,1.0,2.0,,12.0,8,2.0,,2.0,,,
11,"OBree, Shane",9.0,1.0,5,14,1.0,,,3.0,1.0,2.0,1.0,4.0,,1.0,,3.0,10,,,,1.0,,
35,"Prestigiacomo, Simon",5.0,,1,6,,,,3.0,1.0,,1.0,1.0,,1.0,,4.0,1,,,8.0,,,
3,"Richardson, Mark",,,1,1,,,1.0,,,,,,,,,,1,,,1.0,,,
23,"Rocca, Anthony",9.0,5.0,3,12,3.0,2.0,1.0,1.0,,6.0,1.0,1.0,,,,10.0,3,3.0,2.0,6.0,,,
29,"Scotland, Heath",12.0,4.0,2,14,,,,1.0,3.0,3.0,1.0,1.0,,,,3.0,11,,,,,,
14,"Wakelin, Shane",6.0,5.0,4,10,,,,3.0,4.0,1.0,1.0,2.0,,,,4.0,6,2.0,,3.0,,,
Totals,Totals,178.0,58.0,123,301,15.0,9.0,24.0,31.0,39.0,46.0,48.0,40.0,10.0,9.0,,134.0,172,11.0,11.0,41.0,6.0,,
Opposition,Opposition,183.0,62.0,111,294,19.0,13.0,36.0,53.0,26.0,59.0,45.0,31.0,9.0,10.0,6.0,124.0,164,12.0,11.0,56.0,20.0,,
