Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",27y 154d,156 (87-1-68 56.09%),47 (0.30),←,
37,"Chandler, Kade",23y 150d,23 (16-0-7 69.57%),15 (0.65),←,
31,"Fritsch, Bayley",26y 188d,121 (72-1-48 59.92%),200 (1.65),←,
11,"Gawn, Max",31y 164d,191 (94-1-96 49.48%),95 (0.50),←,
6,"Grundy, Brodie",29y 58d,190 (98-2-90 52.11%),69 (0.36),13 (9-0-4 69.23%),9 (0.69)
14,"Hibberd, Michael",33y 160d,193 (99-2-92 51.81%),14 (0.07),109 (59-1-49 54.59%),3 (0.03)
12,"Hunter, Lachie",28y 181d,185 (101-0-84 54.59%),77 (0.42),12 (9-0-3 75.00%),4 (0.33)
23,"Jordon, James",22y 174d,57 (43-1-13 76.32%),17 (0.30),←,
15,"Langdon, Ed",27y 131d,145 (78-1-66 54.14%),63 (0.43),77 (53-1-23 69.48%),30 (0.39)
8,"Lever, Jake",27y 99d,148 (96-1-51 65.20%),4 (0.03),92 (58-1-33 63.59%),1 (0.01)
1,"May, Steven",31y 153d,204 (91-2-111 45.10%),23 (0.11),81 (53-1-27 66.05%),2 (0.02)
41,"McVee, Judd",19y 309d,13 (9-0-4 69.23%),,←,
30,"Neal-Bullen, Alex",27y 154d,141 (83-1-57 59.22%),98 (0.70),←,
5,"Petracca, Christian",27y 159d,164 (93-1-70 57.01%),153 (0.93),←,
36,"Pickett, Kysaiah",22y 10d,73 (50-1-22 69.18%),107 (1.47),←,
24,"Rivers, Trent",21y 317d,65 (47-1-17 73.08%),7 (0.11),←,
3,"Salem, Christian",27y 332d,147 (74-1-72 50.68%),25 (0.17),←,
29,"Smith, Joel",27y 107d,30 (18-0-12 60.00%),2 (0.07),←,
9,"Spargo, Charlie",23y 199d,93 (62-1-30 67.20%),62 (0.67),←,
32,"Sparrow, Tom",23y 12d,63 (43-1-19 69.05%),23 (0.37),←,
20,"Tomlinson, Adam",29y 306d,173 (84-3-86 49.42%),35 (0.20),33 (23-0-10 69.70%),
2,"van Rooyen, Jacob",20y 57d,11 (8-0-3 72.73%),16 (1.45),←,
7,"Viney, Jack",29y 60d,184 (82-1-101 44.84%),54 (0.29),←,
Totals,Totals,26y 158d,2770 (1528-23-1219 55.16%),1206 (0.44),,
C,"Goodwin, Simon",46y 168d,148 (86-1-61 58.45%),,147 (86-1-60 58.84%),
