Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Brown, Gavin",16,6,5,21,1,,1.0,1.0,,,,,4.0,6.0,,,,,,,,,
50,"Butcher, Kent",6,,1,7,,1.0,,,,,,,1.0,1.0,,,,,,,,,
21,"Christian, Michael",4,3,7,11,,,6.0,1.0,,,,,,,,,,,,,,,
28,"Crosisca, Gavin",10,2,8,18,,,1.0,1.0,,,,,3.0,3.0,,,,,,,,,
2,"Francis, Tony",11,3,3,14,1,1.0,,3.0,,,,,1.0,5.0,,,,,,,,,
47,"Fraser, Mark",4,1,5,9,,,,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Gayfer, Michael",4,1,5,9,,,,2.0,,,,,1.0,1.0,,,,,,,,,
34,"McGuane, Mick",21,5,7,28,,2.0,1.0,2.0,,,,,2.0,,,,,,,,,,
5,"McKeown, Ron",4,1,2,6,,,2.0,4.0,,,,,2.0,1.0,,,,,,,,,
6,"Mitchell, Barry",4,1,7,11,,,,2.0,,,,,3.0,,,,,,,,,,
1,"Monkhorst, Damian",8,3,7,15,2,2.0,13.0,,,,,,4.0,2.0,,,,,,,,,
7,"Morwood, Shane",8,1,7,15,,,4.0,3.0,,,,,1.0,1.0,1.0,,,,,,,,
13,"Richardson, Alan",8,3,2,10,,,,1.0,,,,,1.0,3.0,,,,,,,,,
36,"Rocca, Saverio",3,4,4,7,2,2.0,4.0,3.0,,,,,,,,,,,,,,,
32,"Rowe, Brad",8,3,1,9,1,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
29,"Russell, Scott",14,2,3,17,,,,1.0,,,,,1.0,2.0,,,,,,,,,
22,"Shaw, Tony",15,2,17,32,,,,1.0,,,,,,2.0,,,,,,,,,
27,"Starcevich, Craig",4,1,2,6,1,,,,,,,,1.0,1.0,,,,,,,,,
14,"Watson, Shane",10,1,6,16,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
10,"Williams, Paul",12,2,7,19,2,,,4.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,45,106,280,10,13.0,32.0,34.0,,,,,29.0,34.0,1.0,,,,,,,,
Opposition,Opposition,187,39,81,268,14,8.0,11.0,32.0,,,,,34.0,29.0,5.0,,,,,,,,
