Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
13,"Baker, Oskar",24y 360d,25 (13-0-12 52.00%),7 (0.28),10 (7-0-3 70.00%),3 (0.30)
4,"Bontempelli, Marcus",27y 177d,203 (114-0-89 56.16%),187 (0.92),←,
31,"Dale, Bailey",26y 302d,118 (66-0-52 55.93%),76 (0.64),←,
35,"Daniel, Caleb",26y 317d,163 (91-0-72 55.83%),41 (0.25),←,
15,"Duryea, Taylor",32y 26d,180 (122-1-57 68.06%),25 (0.14),62 (40-0-22 64.52%),4 (0.06)
44,"English, Tim",25y 283d,95 (54-0-41 56.84%),53 (0.56),←,
43,"Gardner, Ryan",25y 353d,46 (29-0-17 63.04%),3 (0.07),←,
39,"Johannisen, Jason",30y 193d,185 (97-0-88 52.43%),74 (0.40),←,
32,"Jones, Arthur",19y 306d,8 (7-0-1 87.50%),4 (0.50),←,
19,"Jones, Liam",32y 85d,171 (64-0-107 37.43%),84 (0.49),76 (34-0-42 44.74%),68 (0.89)
21,"Liberatore, Tom",31y 4d,204 (101-0-103 49.51%),79 (0.39),←,
7,"Lobb, Rory",30y 100d,149 (83-2-64 56.38%),154 (1.03),9 (7-0-2 77.78%),11 (1.22)
11,"Macrae, Jack",28y 290d,218 (118-0-100 54.13%),51 (0.23),←,
30,"McNeil, Lachlan",22y 100d,34 (25-0-9 73.53%),18 (0.53),←,
33,"Naughton, Aaron",23y 171d,110 (63-0-47 57.27%),167 (1.52),←,
22,"OBrien, Tim",29y 53d,112 (60-3-49 54.91%),74 (0.66),15 (9-0-6 60.00%),1 (0.07)
18,"ODonnell, James",20y 262d,2 (2-0-0 100.00%),,←,
20,"Richards, Ed",23y 321d,95 (51-0-44 53.68%),24 (0.25),←,
28,"Scott, Anthony",28y 81d,45 (30-0-15 66.67%),25 (0.56),←,
6,"Smith, Bailey",22y 164d,92 (55-0-37 59.78%),41 (0.45),←,
2,"Ugle-Hagan, Jamarra",21y 46d,32 (18-0-14 56.25%),35 (1.09),←,
3,"Weightman, Cody",22y 125d,46 (27-0-19 58.70%),72 (1.57),←,
34,"Williams, Bailey",25y 222d,114 (63-0-51 55.26%),25 (0.22),←,
Totals,Totals,26y 62d,2447 (1353-6-1088 55.29%),1319 (0.54),,
C,"Beveridge, Luke",52y 270d,193 (111-0-82 57.51%),,←,
