Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
10,"Bonar, Aiden",19y 171d,4 (2-0-2 50.00%),5 (1.25),←,
21,"Buntine, Matt",24y 311d,48 (24-0-24 50.00%),1 (0.02),←,
18,"Cameron, Jeremy",25y 147d,128 (53-3-72 42.58%),324 (2.53),←,
3,"Coniglio, Stephen",24y 254d,116 (53-1-62 46.12%),60 (0.52),←,
1,"Davis, Phil",27y 361d,141 (68-3-70 49.29%),6 (0.04),123 (57-3-63 47.56%),5 (0.04)
31,"Finlayson, Jeremy",22y 198d,15 (6-2-7 46.67%),4 (0.27),←,
19,"Haynes, Nick",26y 100d,103 (49-3-51 49.03%),8 (0.08),←,
27,"Himmelberg, Harry",22y 110d,38 (25-1-12 67.11%),35 (0.92),←,
2,"Hopper, Jacob",21y 201d,42 (27-1-14 65.48%),19 (0.45),←,
25,"Keeffe, Lachlan",28y 134d,47 (27-0-20 57.45%),8 (0.17),7 (2-0-5 28.57%),1 (0.14)
22,"Kelly, Josh",23y 195d,99 (55-2-42 56.57%),63 (0.64),←,
40,"Kennedy, Adam",26y 45d,90 (31-0-59 34.44%),8 (0.09),←,
17,"Langdon, Zac",22y 286d,19 (12-0-7 63.16%),20 (1.05),←,
38,"Lloyd, Daniel",26y 189d,21 (11-3-7 59.52%),15 (0.71),←,
37,"Lobb, Rory",25y 198d,72 (41-2-29 58.33%),63 (0.88),←,
36,"Perryman, Harry",19y 250d,16 (6-1-9 40.63%),2 (0.13),←,
50,"Reid, Sam",28y 292d,62 (34-3-25 57.26%),26 (0.42),52 (28-3-21 56.73%),25 (0.48)
5,"Shiel, Dylan",25y 170d,133 (58-3-72 44.74%),64 (0.48),←,
14,"Taranto, Tim",20y 210d,35 (22-1-12 64.29%),13 (0.37),←,
20,"Tomlinson, Adam",25y 16d,113 (45-3-65 41.15%),30 (0.27),←,
8,"Ward, Callan",28y 138d,214 (96-3-115 45.56%),106 (0.50),154 (64-3-87 42.53%),73 (0.47)
6,"Whitfield, Lachie",24y 39d,112 (51-3-58 46.88%),49 (0.44),←,
Totals,Totals,24y 199d,1668 (796-38-834 47.72%),929 (0.56),,
C,"Cameron, Leon",45y 358d,115 (62-3-50 55.22%),,←,
