Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bail, Rohan",8,4,11,19,1,,,3.0,1.0,3.0,1.0,3.0,1.0,2.0,,11.0,7.0,,1.0,1.0,,,80.0
3,"Bartram, Clint",6,3,5,11,,,,6.0,2.0,1.0,1.0,,1.0,,,7.0,5.0,1.0,,5.0,,,96.0
6,"Bate, Matthew",14,6,6,20,2,1.0,,4.0,,1.0,3.0,2.0,,2.0,1.0,6.0,13.0,1.0,3.0,,,,71.0
11 ↓,"Clark, Mitch",7,5,,7,1,2.0,1.0,1.0,1.0,3.0,,3.0,,2.0,,3.0,4.0,1.0,3.0,4.0,,1.0,64.0
36,"Davey, Aaron",6,1,3,9,2,,,5.0,,3.0,1.0,2.0,1.0,2.0,,6.0,2.0,,,1.0,,,78.0
14,"Dunn, Lynden",3,1,1,4,,1.0,,2.0,,2.0,,3.0,1.0,2.0,,3.0,1.0,,,2.0,,1.0,85.0
8,"Frawley, James",11,5,5,16,,,,5.0,3.0,3.0,,3.0,1.0,,,6.0,8.0,1.0,,3.0,1.0,,98.0
20,"Garland, Colin",8,,2,10,,1.0,,3.0,1.0,1.0,2.0,2.0,1.0,,,6.0,3.0,,,4.0,,,91.0
38,"Howe, Jeremy",8,3,4,12,,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,,7.0,5.0,2.0,,1.0,,,85.0
40,"Jamar, Mark",3,2,5,8,,,46.0,1.0,,2.0,1.0,,1.0,,,3.0,5.0,,,4.0,,,83.0
2,"Jones, Nathan",10,1,12,22,,,,5.0,,4.0,5.0,4.0,3.0,1.0,,11.0,11.0,,,,,,84.0
28,"Macdonald, Joel",7,3,9,16,,,,3.0,2.0,,1.0,1.0,2.0,,,11.0,5.0,,,7.0,,,98.0
49,"Magner, James",9,3,3,12,,,1.0,6.0,2.0,1.0,4.0,2.0,,1.0,,7.0,7.0,,,1.0,,1.0,89.0
25,"McDonald, Tom",5,3,6,11,,,1.0,1.0,1.0,,1.0,5.0,,2.0,,5.0,6.0,,,4.0,,,97.0
13,"McKenzie, Jordie",9,1,5,14,,,,7.0,2.0,1.0,7.0,2.0,2.0,2.0,,7.0,2.0,,,1.0,,,84.0
22,"Moloney, Brent",10,,7,17,1,2.0,,4.0,,3.0,9.0,4.0,1.0,2.0,,13.0,4.0,,,,,,75.0
10,"Morton, Cale",14,4,7,21,1,,1.0,6.0,3.0,5.0,6.0,5.0,,1.0,,8.0,13.0,,,,1.0,,72.0
27,"Rivers, Jared",13,7,2,15,,,,,6.0,1.0,1.0,2.0,1.0,,,6.0,10.0,1.0,,9.0,,,96.0
30,"Sellar, James",3,1,1,4,,1.0,5.0,2.0,,,,,,,,2.0,2.0,,1.0,5.0,,1.0,80.0
35 ↑,"Tapscott, Luke",1,,2,3,,,,2.0,1.0,,,1.0,,,,2.0,1.0,,,,,,17.0
9,"Trengove, Jack",7,1,6,13,,1.0,2.0,3.0,,3.0,2.0,1.0,2.0,,,7.0,6.0,,,1.0,1.0,,89.0
4,"Watts, Jack",8,6,4,12,1,1.0,,3.0,2.0,2.0,,1.0,,,,6.0,6.0,3.0,2.0,2.0,,2.0,87.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,170,60,106,276,9,13.0,58.0,73.0,28.0,42.0,47.0,49.0,20.0,20.0,1.0,143.0,126.0,10.0,10.0,55.0,3.0,6.0,
Opposition,Opposition,203,75,165,368,13,10.0,53.0,75.0,29.0,46.0,40.0,56.0,20.0,20.0,5.0,147.0,216.0,11.0,4.0,51.0,4.0,8.0,
