Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Ablett, Gary",10,2,1,11,,3.0,,,,,,,,1.0,,,,,,,,,
6,"Barnes, John",14,14,8,22,,1.0,5.0,1.0,,,,,3.0,1.0,,,,,,,,,
9,"Breuer, Shayne",9,3,3,12,1,,,5.0,,,,,2.0,2.0,,,,,,,,,
16,"Brownless, Bill",9,7,5,14,3,2.0,,,,,,,,1.0,,,,,,,,,
40,"Brown, Paul",9,4,8,17,,,,1.0,,,,,,1.0,,,,,,,,,
2,"Colbert, Leigh",6,5,6,12,,,,1.0,,,,,1.0,3.0,,,,,,,,,
7,"Couch, Paul",18,5,7,25,1,,,3.0,,,,,,,,,,,,,,,
36,"Graham, Ben",12,,3,15,,,,1.0,,,,,2.0,1.0,,,,,,,,,
14,"Handley, Steven",9,6,5,14,3,,4.0,,,,,,,1.0,,,,,,,,,
42,"Hickmott, Adrian",11,9,3,14,,2.0,,1.0,,,,,,,,,,,,,,,
29,"Hinkley, Ken",3,1,5,8,,,,1.0,,,,,,,,,,,,,,,
32,"Hocking, Garry",11,1,8,19,,,,3.0,,,,,,5.0,,,,,,,,,
4,"Lord, Aaron",8,5,3,11,,1.0,,,,,,,,2.0,,,,,,,,,
21,"Mansfield, Michael",13,9,2,15,,,,,,,,,1.0,3.0,,,,,,,,,
17,"McGrath, Tim",9,5,1,10,,,1.0,3.0,,,,,,,,,,,,,,,
31,"Mensch, David",4,5,7,11,1,,,,,,,,1.0,,,,,,,,,,
23,"Pickering, Liam",19,6,8,27,1,,,1.0,,,,,,,,,,,,,,,
15,"Riccardi, Peter",11,6,3,14,1,1.0,,,,,,,,,,,,,,,,,
12,"Sholl, Brad",3,1,7,10,,,,,,,,,,1.0,,,,,,,,,
10,"Tanner, Grant",9,4,9,18,,,,4.0,,,,,3.0,2.0,,,,,,,,,
11,"Tudor, Leigh",10,,2,12,,,,4.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,98,104,311,11,14.0,10.0,29.0,,,,,13.0,24.0,,,,,,,,,
Opposition,Opposition,224,98,117,341,21,15.0,14.0,21.0,,,,,24.0,13.0,,,,,,,,,
