Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",32y,282 (151-2-129 53.90%),374 (1.33),90 (27-0-63 30.00%),112 (1.24)
13,"Ah Chee, Callum",18y 218d,5 (2-0-3 40.00%),4 (0.80),←,
31,"Brooksby, Keegan",26y 17d,5 (1-0-4 20.00%),3 (0.60),←,
12,"Day, Sam",23y 251d,86 (26-1-59 30.81%),55 (0.64),←,
2,"Grant, Jarrad",26y 313d,85 (42-0-43 49.41%),88 (1.04),4 (0-0-4 0.00%),5 (1.25)
33,"Hall, Aaron",25y 187d,69 (25-1-43 36.96%),60 (0.87),←,
5,"Harbrow, Jarrod",27y 301d,171 (69-2-100 40.94%),49 (0.29),101 (29-1-71 29.21%),28 (0.28)
28,"Kolodjashnij, Kade",20y 279d,47 (13-1-33 28.72%),10 (0.21),←,
23,"Lemmens, Sean",21y 194d,44 (15-1-28 35.23%),7 (0.16),←,
21,"Leslie, Jack",21y 17d,6 (0-0-6 0.00%),,←,
37,"Lonergan, Jesse",21y 182d,39 (11-1-27 29.49%),4 (0.10),←,
19,"Lynch, Tom",23y 196d,88 (25-1-62 28.98%),154 (1.75),←,
44,"Macpherson, Darcy",18y 198d,2 (0-0-2 0.00%),1 (0.50),←,
7,"Malceski, Nick",31y 273d,200 (122-3-75 61.75%),73 (0.37),24 (6-1-17 27.08%),6 (0.25)
4,"Martin, Jack",21y 106d,31 (10-1-20 33.87%),31 (1.00),←,
32,"Matera, Brandon",24y 64d,77 (23-1-53 30.52%),84 (1.09),←,
11,"Miller, Touk",20y 82d,28 (5-1-22 19.64%),8 (0.29),←,
22,"Nicholls, Tom",24y 71d,35 (12-1-22 35.71%),5 (0.14),←,
10,"Prestia, Dion",23y 215d,88 (24-0-64 27.27%),28 (0.32),←,
42,"Saad, Adam",21y 296d,23 (7-1-15 32.61%),1 (0.04),←,
20,"Schade, Henry",22y 219d,18 (4-1-13 25.00%),,←,
26,"Shaw, Matt",24y 99d,88 (23-1-64 26.70%),31 (0.35),←,
Totals,Totals,23y 255d,1517 (610-20-887 40.21%),1070 (0.71),,
C,"Eade, Rodney",58y 40d,344 (176-5-163 51.89%),,30 (7-1-22 25.00%),
