Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",27y 301d,121 (59-0-62 48.76%),42 (0.35),←,
30,"Brown, Campbell",25y 233d,125 (60-0-65 48.00%),53 (0.42),←,
39,"Campbell, Robert",26y 320d,103 (55-0-48 53.40%),25 (0.24),←,
31,"Dew, Stuart",29y 243d,199 (116-3-80 59.05%),259 (1.30),19 (14-0-5 73.68%),14 (0.74)
16,"Dowler, Beau",21y 123d,4 (1-0-3 25.00%),2 (0.50),←,
23,"Franklin, Lance",22y 78d,85 (44-0-41 51.76%),252 (2.96),←,
18,"Guerra, Brent",26y 324d,160 (109-0-51 68.13%),89 (0.56),64 (40-0-24 62.50%),6 (0.09)
15,"Hodge, Luke",24y 307d,136 (65-0-71 47.79%),92 (0.68),←,
3,"Lewis, Jordan",22y 359d,84 (42-0-42 50.00%),27 (0.32),←,
5,"Mitchell, Sam",26y 188d,137 (67-0-70 48.91%),24 (0.18),←,
35,"Morton, Jarryd",20y 195d,11 (6-0-5 54.55%),4 (0.36),←,
28,"Moss, Garry",20y 287d,4 (1-0-3 25.00%),2 (0.50),←,
29,"Murphy, Tom",23y 30d,34 (17-0-17 50.00%),3 (0.09),←,
34,"Renouf, Brent",20y 350d,12 (8-0-4 66.67%),,←,
33,"Rioli, Cyril",19y 278d,29 (21-0-8 72.41%),29 (1.00),←,
2,"Roughead, Jarryd",22y 85d,87 (47-0-40 54.02%),145 (1.67),←,
12,"Sewell, Brad",25y 75d,87 (42-0-45 48.28%),13 (0.15),←,
44,"Stokes, Cameron",19y 290d,13 (9-0-4 69.23%),8 (0.62),←,
13,"Taylor, Simon",26y 243d,68 (34-0-34 50.00%),15 (0.22),←,
37,"Whitecross, Brendan",19y 83d,4 (1-0-3 25.00%),,←,
6,"Williams, Mark",26y 5d,102 (44-0-58 43.14%),231 (2.26),←,
11,"Young, Clinton",23y 61d,68 (40-0-28 58.82%),27 (0.40),←,
Totals,Totals,23y 269d,1673 (888-3-782 53.08%),1342 (0.80),,
C,"Clarkson, Alastair",40y 356d,97 (49-0-48 50.52%),,←,
