Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
6,"Caldwell, Jye",7,2,8,15,,1.0,,7.0,1.0,5.0,2.0,1.0,2.0,1.0,,9.0,6.0,,,,1.0,1.0,79.0
42,"DAmbrosio, Massimo",13,5,5,18,,,,1.0,3.0,2.0,,3.0,,1.0,,2.0,15.0,,,,,1.0,79.0
33,"Davey, Alwyn",5,1,5,10,1,,,3.0,,2.0,,2.0,1.0,,,5.0,3.0,,,,1.0,,78.0
2,"Draper, Sam",6,5,4,10,,2.0,24.0,1.0,2.0,,3.0,3.0,,2.0,,7.0,4.0,2.0,3.0,5.0,,1.0,77.0
22,"Durham, Sam",8,4,12,20,,1.0,,3.0,3.0,1.0,1.0,2.0,1.0,1.0,,10.0,9.0,,,2.0,,1.0,82.0
35 ↑,"Guelfi, Matt",4,1,2,6,2,,,1.0,,1.0,1.0,2.0,,1.0,,4.0,3.0,,,1.0,,,33.0
21 ↓,"Heppell, Dyson",7,7,7,14,,,,1.0,1.0,3.0,,2.0,,,,3.0,11.0,1.0,,,,,58.0
23,"Jones, Harry",6,4,1,7,,,,1.0,,4.0,,,1.0,,,4.0,4.0,1.0,,3.0,,1.0,82.0
29,"Kelly, Jake",6,5,5,11,,,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,,4.0,9.0,,,3.0,,,95.0
4,"Langford, Kyle",12,7,2,14,5,2.0,,1.0,,,,2.0,,,2.0,3.0,11.0,1.0,6.0,,,1.0,86.0
15,"Laverde, Jayden",9,4,5,14,,,,3.0,1.0,,,2.0,,1.0,,5.0,9.0,2.0,,6.0,,,95.0
37,"Martin, Nic",6,1,7,13,1,,,1.0,2.0,,,5.0,,1.0,,5.0,8.0,,,2.0,,1.0,84.0
1,"McGrath, Andrew",13,5,12,25,,,,2.0,5.0,3.0,,2.0,2.0,,,8.0,16.0,,,1.0,7.0,,81.0
47,"Menzie, Jye",6,5,2,8,2,,,4.0,,,,2.0,,1.0,,4.0,5.0,1.0,3.0,,,,84.0
7,"Merrett, Zach",16,4,15,31,,1.0,,3.0,1.0,7.0,4.0,3.0,,1.0,,8.0,23.0,,,1.0,3.0,,85.0
3,"Parish, Darcy",16,2,14,30,,,,6.0,5.0,7.0,11.0,5.0,3.0,2.0,3.0,14.0,17.0,,,2.0,1.0,,67.0
16,"Perkins, Archie",5,3,3,8,1,,,1.0,,2.0,,2.0,,2.0,,4.0,4.0,,1.0,1.0,,1.0,84.0
34,"Phillips, Andrew",4,,3,7,1,,14.0,4.0,,2.0,,2.0,2.0,,,3.0,4.0,,,1.0,,1.0,66.0
27,"Redman, Mason",17,7,5,22,,1.0,,6.0,4.0,1.0,,4.0,2.0,2.0,,6.0,12.0,2.0,,2.0,,,81.0
14,"Ridley, Jordan",13,5,5,18,,,,,7.0,,1.0,2.0,,,,3.0,8.0,,,4.0,1.0,,92.0
12,"Setterfield, Will",17,4,11,28,1,,,9.0,1.0,10.0,5.0,2.0,3.0,,,13.0,15.0,,,1.0,,1.0,83.0
9,"Shiel, Dylan",12,3,15,27,2,,,4.0,4.0,4.0,7.0,4.0,,,,11.0,14.0,,,4.0,,,68.0
30,"Zerk-Thatcher, Brandon",5,6,6,11,,,,1.0,3.0,,,1.0,,1.0,,5.0,8.0,1.0,,8.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,90,154,367,16,12.0,38.0,66.0,44.0,57.0,36.0,54.0,18.0,18.0,5.0,140.0,218.0,11.0,13.0,47.0,14.0,10.0,
Opposition,Opposition,216,91,115,331,11,14.0,39.0,48.0,41.0,57.0,42.0,46.0,18.0,18.0,1.0,137.0,181.0,12.0,14.0,45.0,4.0,8.0,
