Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",29y 40d,152 (71-1-80 47.04%),55 (0.36),←,
14,"Birchall, Grant",22y 184d,102 (56-1-45 55.39%),12 (0.12),←,
9,"Burgoyne, Shaun",27y 283d,168 (105-1-62 62.80%),172 (1.02),11 (8-1-2 77.27%),1 (0.09)
8,"Ellis, Xavier",22y 153d,65 (39-1-25 60.77%),14 (0.22),←,
23,"Franklin, Lance",23y 182d,115 (58-1-56 50.87%),349 (3.03),←,
6,"Gibson, Josh",26y 140d,72 (31-2-39 44.44%),2 (0.03),7 (2-1-4 35.71%),
27,"Gilham, Stephen",25y 332d,81 (50-1-30 62.35%),2 (0.02),80 (50-1-29 63.13%),2 (0.03)
18,"Guerra, Brent",28y 63d,190 (124-1-65 65.53%),95 (0.50),94 (55-1-38 59.04%),12 (0.13)
15,"Hodge, Luke",26y 46d,169 (80-1-88 47.63%),113 (0.67),←,
4,"Ladson, Rick",26y 163d,113 (54-0-59 47.79%),41 (0.36),←,
3,"Lewis, Jordan",24y 98d,120 (59-1-60 49.58%),46 (0.38),←,
5,"Mitchell, Sam",27y 292d,169 (84-1-84 50.00%),34 (0.20),←,
29,"Murphy, Tom",24y 134d,65 (31-1-33 48.46%),3 (0.05),←,
7,"Osborne, Michael",28y 2d,131 (61-1-69 46.95%),83 (0.63),←,
34,"Renouf, Brent",22y 89d,40 (22-1-17 56.25%),5 (0.13),←,
33,"Rioli, Cyril",21y 17d,61 (37-1-23 61.48%),67 (1.10),←,
2,"Roughead, Jarryd",23y 189d,120 (63-1-56 52.92%),224 (1.87),←,
12,"Sewell, Brad",26y 179d,118 (58-1-59 49.58%),17 (0.14),←,
42,"Skipper, Wayde",27y 152d,56 (25-3-28 47.32%),20 (0.36),11 (8-1-2 77.27%),1 (0.09)
39,"Stratton, Ben",21y 152d,16 (8-1-7 53.13%),,←,
37,"Whitecross, Brendan",20y 187d,25 (11-1-13 46.00%),6 (0.24),←,
11,"Young, Clinton",24y 165d,83 (48-1-34 58.43%),41 (0.49),←,
Totals,Totals,24y 363d,2231 (1175-24-1032 52.67%),1401 (0.63),,
C,"Clarkson, Alastair",42y 95d,133 (66-1-66 50.00%),,←,
