Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",26y 168d,171 (78-0-93 45.61%),10 (0.06),←,
8,"Ashcroft, Will",19y 22d,11 (8-0-3 72.73%),6 (0.55),←,
33,"Bailey, Zac",23y 247d,105 (68-0-37 64.76%),106 (1.01),←,
7,"Berry, Jarrod",25y 112d,119 (65-0-54 54.62%),53 (0.45),←,
23,"Cameron, Charlie",28y 327d,187 (119-1-67 63.90%),333 (1.78),114 (72-0-42 63.16%),246 (2.16)
18,"Coleman, Keidean",23y 58d,51 (34-0-17 66.67%),12 (0.24),←,
3,"Daniher, Joe",29y 85d,162 (76-1-85 47.22%),306 (1.89),54 (36-0-18 66.67%),115 (2.13)
5,"Dunkley, Josh",26y 139d,127 (73-0-54 57.48%),65 (0.51),11 (8-0-3 72.73%),
27,"Gardiner, Darcy",27y 248d,155 (72-0-83 46.45%),5 (0.03),←,
19,"Gunston, Jack",31y 224d,235 (143-1-91 61.06%),441 (1.88),10 (7-0-3 70.00%),11 (1.10)
30,"Hipwood, Eric",25y 257d,138 (71-0-67 51.45%),204 (1.48),←,
35,"Lester, Ryan",30y 275d,166 (70-0-96 42.17%),46 (0.28),←,
14,"Madden, James",23y 194d,12 (7-0-5 58.33%),1 (0.08),←,
11,"McCarthy, Lincoln",29y 218d,130 (92-0-38 70.77%),141 (1.08),101 (69-0-32 68.32%),116 (1.15)
6,"McCluggage, Hugh",25y 86d,141 (78-0-63 55.32%),87 (0.62),←,
46,"McInerney, Oscar",28y 322d,112 (70-0-42 62.50%),48 (0.43),←,
26,"McKenna, Conor",27y 61d,90 (43-1-46 48.33%),23 (0.26),11 (8-0-3 72.73%),3 (0.27)
9,"Neale, Lachie",30y 4d,231 (129-0-102 55.84%),113 (0.49),96 (64-0-32 66.67%),46 (0.48)
16,"Rayner, Cam",23y 219d,98 (58-0-40 59.18%),92 (0.94),←,
10,"Rich, Daniel",32y 355d,274 (120-1-153 43.98%),116 (0.42),←,
37,"Starcevich, Brandon",23y 308d,82 (56-0-26 68.29%),5 (0.06),←,
44,"Wilmot, Darcy",19y 148d,14 (10-0-4 71.43%),3 (0.21),←,
15,"Zorko, Dayne",34y 108d,239 (108-0-131 45.19%),221 (0.92),←,
Totals,Totals,26y 293d,3050 (1648-5-1397 54.03%),2437 (0.80),,
C,"Fagan, Chris",61y 339d,147 (81-0-66 55.10%),,←,
