Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",26y 79d,95 (41-0-54 43.16%),29 (0.31),←,
14,"Birchall, Grant",19y 223d,39 (20-0-19 51.28%),5 (0.13),←,
20,"Boyle, Tim",23y 223d,24 (13-0-11 54.17%),32 (1.33),←,
30,"Brown, Campbell",24y 11d,96 (40-0-56 41.67%),38 (0.40),←,
39,"Campbell, Robert",25y 98d,77 (36-0-41 46.75%),17 (0.22),←,
9,"Crawford, Shane",32y 364d,290 (141-2-147 48.97%),219 (0.76),←,
24,"Croad, Trent",27y 183d,201 (92-1-108 46.02%),189 (0.94),163 (72-1-90 44.48%),129 (0.79)
19,"Dixon, Ben",30y 86d,202 (98-1-103 48.76%),282 (1.40),←,
23,"Franklin, Lance",20y 221d,55 (23-0-32 41.82%),122 (2.22),←,
27,"Gilham, Stephen",23y 6d,28 (18-0-10 64.29%),1 (0.04),27 (18-0-9 66.67%),1 (0.04)
18,"Guerra, Brent",25y 102d,134 (91-0-43 67.91%),88 (0.66),38 (22-0-16 57.89%),5 (0.13)
15,"Hodge, Luke",23y 85d,111 (48-0-63 43.24%),71 (0.64),←,
4,"Ladson, Rick",23y 202d,73 (29-0-44 39.73%),34 (0.47),←,
3,"Lewis, Jordan",21y 137d,62 (27-0-35 43.55%),20 (0.32),←,
5,"Mitchell, Sam",24y 331d,108 (47-0-61 43.52%),18 (0.17),←,
7,"Osborne, Michael",25y 41d,75 (28-0-47 37.33%),25 (0.33),←,
2,"Roughead, Jarryd",20y 228d,57 (26-0-31 45.61%),57 (1.00),←,
12,"Sewell, Brad",23y 218d,63 (25-0-38 39.68%),5 (0.08),←,
11,"Smith, Joel",30y 128d,220 (101-1-118 46.14%),90 (0.41),162 (72-1-89 44.75%),39 (0.24)
13,"Taylor, Simon",25y 21d,47 (20-0-27 42.55%),12 (0.26),←,
21,"Vandenberg, Richard",30y 237d,144 (63-1-80 44.10%),64 (0.44),←,
45,"Young, Clinton",21y 204d,43 (21-0-22 48.84%),13 (0.30),←,
Totals,Totals,24y 338d,2244 (1048-6-1190 46.70%),1431 (0.64),,
C,"Clarkson, Alastair",39y 134d,67 (28-0-39 41.79%),,←,
