Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Bastinac, Ryan",24y 335d,130 (68-0-62 52.31%),69 (0.53),9 (1-0-8 11.11%),3 (0.33)
7,"Bell, Tom",24y 344d,60 (19-1-40 32.50%),44 (0.73),9 (1-0-8 11.11%),8 (0.89)
3,"Christensen, Allen",25y 3d,96 (54-0-42 56.25%),82 (0.85),31 (5-0-26 16.13%),26 (0.84)
46,"Evans, Billy",19y 216d,7 (2-0-5 28.57%),1 (0.14),←,
34,"Freeman, Jonathan",22y 25d,12 (3-0-9 25.00%),14 (1.17),←,
11,"Hanley, Pearce",27y 189d,116 (36-0-80 31.03%),51 (0.44),←,
2,"Harwood, Ryan",24y 289d,68 (24-0-44 35.29%),6 (0.09),←,
1,"Keays, Ben",19y 89d,4 (0-0-4 0.00%),2 (0.50),←,
35,"Lester, Ryan",23y 270d,70 (24-0-46 34.29%),29 (0.41),←,
12,"Martin, Stefan",29y 187d,103 (25-1-77 24.76%),35 (0.34),46 (11-0-35 23.91%),12 (0.26)
36,"Mathieson, Rhys",19y 133d,1 (0-0-1 0.00%),,←,
32,"Mayes, Sam",22y 2d,61 (20-0-41 32.79%),25 (0.41),←,
25,"McStay, Daniel",20y 333d,35 (8-0-27 22.86%),28 (0.80),←,
21,"Merrett, Daniel",31y 162d,188 (77-3-108 41.76%),69 (0.37),←,
39,"Paine, Jackson",22y 336d,13 (5-0-8 38.46%),11 (0.85),7 (1-0-6 14.29%),3 (0.43)
10,"Rich, Daniel",25y 350d,130 (45-1-84 35.00%),82 (0.63),←,
18,"Robertson, Nick",20y 354d,21 (3-0-18 14.29%),4 (0.19),←,
5,"Robinson, Mitch",26y 350d,129 (56-1-72 43.80%),68 (0.53),29 (5-0-24 17.24%),10 (0.34)
23,"Schache, Josh",18y 275d,8 (1-0-7 12.50%),5 (0.63),←,
28,"Taylor, Lewis",21y 95d,52 (12-0-40 23.08%),37 (0.71),←,
13,"West, Trent",28y 218d,67 (45-0-22 67.16%),28 (0.42),13 (3-0-10 23.08%),5 (0.38)
15,"Zorko, Dayne",27y 103d,89 (30-0-59 33.71%),91 (1.02),←,
Totals,Totals,23y 361d,1460 (557-7-896 38.15%),781 (0.53),,
C,"Leppitsch, Justin",40y 234d,53 (12-0-41 22.64%),,←,
