North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",28y 364d,184 (99-1-84 54.08%),224 (1.22),←,
5,"Anderson, Stuart",22y 332d,48 (33-0-15 68.75%),15 (0.31),←,
11,"Archer, Glenn",24y 62d,105 (64-0-41 60.95%),73 (0.70),←,
26,"Bell, Peter",21y 85d,34 (21-0-13 61.76%),33 (0.97),32 (21-0-11 65.63%),31 (0.97)
12,"Blakey, John",30y 305d,234 (114-0-120 48.72%),72 (0.31),99 (62-0-37 62.63%),34 (0.34)
9,"Chandler, Brett",21y 318d,37 (5-0-32 13.51%),3 (0.08),9 (4-0-5 44.44%),1 (0.11)
17,"Freeborn, Glenn",24y 108d,37 (24-0-13 64.86%),19 (0.51),←,
29,"Harvey, Brent",19y 11d,5 (4-0-1 80.00%),3 (0.60),←,
34,"King, David",25y 79d,75 (48-0-27 64.00%),18 (0.24),←,
48,"Kirzner, Julian",20y 213d,3 (2-0-1 66.67%),5 (1.67),2 (1-0-1 50.00%),4 (2.00)
35,"Longmire, John",26y 145d,164 (82-1-81 50.30%),501 (3.05),←,
4,"Martyn, Mick",28y 267d,185 (102-1-82 55.41%),14 (0.08),←,
31,"McKernan, Corey",23y 157d,80 (53-0-27 66.25%),83 (1.04),←,
20,"Mellington, Anthony",22y 302d,30 (4-0-26 13.33%),39 (1.30),6 (3-0-3 50.00%),15 (2.50)
13,"Pike, Martin",24y 192d,69 (16-0-53 23.19%),42 (0.61),9 (4-0-5 44.44%),2 (0.22)
22,"Roberts, Mark",31y 331d,171 (84-0-87 49.12%),142 (0.83),94 (58-0-36 61.70%),123 (1.31)
3,"Rock, Anthony",26y 238d,146 (87-0-59 59.59%),122 (0.84),←,
2,"Schwass, Wayne",28y 179d,171 (93-0-78 54.39%),95 (0.56),←,
8,"Scott, Robert",28y 85d,190 (113-1-76 59.74%),197 (1.04),58 (38-0-20 65.52%),33 (0.57)
24,"Sholl, Craig",29y 146d,160 (91-0-69 56.88%),72 (0.45),←,
10,"Stevens, Anthony",25y 327d,140 (82-0-58 58.57%),71 (0.51),←,
Totals,Totals,25y 185d,2268 (1221-4-1043 53.84%),1843 (0.81),,
C,"Pagan, Denis",49y 243d,104 (66-0-38 63.46%),,←,
