Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bartram, Clint",19y 42d,23 (13-1-9 58.70%),6 (0.26),←,
6,"Bate, Matthew",19y 310d,15 (10-0-5 66.67%),8 (0.53),←,
21,"Bell, Daniel",21y 351d,29 (17-1-11 60.34%),,←,
32,"Bruce, Cameron",27y 181d,147 (75-1-71 51.36%),174 (1.18),←,
41,"Carroll, Nathan",26y 161d,42 (18-1-23 44.05%),1 (0.02),←,
36,"Davey, Aaron",23y 293d,65 (38-1-26 59.23%),95 (1.46),←,
18,"Green, Brad",26y 17d,149 (77-1-71 52.01%),195 (1.31),←,
4,"Holland, Ben",29y 324d,180 (94-1-85 52.50%),164 (0.91),55 (32-1-22 59.09%),40 (0.73)
40,"Jamar, Mark",23y 233d,43 (21-1-21 50.00%),13 (0.30),←,
17,"Johnson, Chris",21y 64d,14 (6-0-8 42.86%),,←,
16,"Johnstone, Travis",26y 256d,146 (74-1-71 51.03%),104 (0.71),←,
2,"Jones, Nathan",19y 69d,9 (3-1-5 38.89%),2 (0.22),←,
23,"McDonald, James",30y 176d,178 (87-1-90 49.16%),45 (0.25),←,
5,"McLean, Brock",21y 19d,48 (27-1-20 57.29%),25 (0.52),←,
7,"Miller, Brad",23y 267d,76 (36-1-39 48.03%),24 (0.32),←,
22,"Moloney, Brent",23y 61d,52 (27-1-24 52.88%),9 (0.17),29 (15-0-14 51.72%),3 (0.10)
9,"Neitz, David",32y 67d,287 (137-0-150 47.74%),605 (2.11),←,
24,"Robertson, Russell",28y 126d,191 (96-1-94 50.52%),340 (1.78),←,
10,"Ward, Daniel",29y 264d,119 (46-1-72 39.08%),28 (0.24),←,
45,"Whelan, Matthew",27y 137d,124 (63-1-60 51.21%),13 (0.10),←,
34,"White, Jeff",30y 39d,232 (115-1-116 49.78%),100 (0.43),200 (102-1-97 51.25%),82 (0.41)
13,"Yze, Adem",29y 190d,258 (120-1-137 46.71%),225 (0.87),←,
Totals,Totals,25y 182d,2427 (1200-19-1208 49.44%),2176 (0.90),,
C,"Daniher, Neale",46y 43d,211 (106-1-104 50.47%),,←,
