Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
21,"Bulluss, Paul",23y 217d,19 (4-0-15 21.05%),7 (0.37),←,
9,"Campbell, Wayne",20y 339d,53 (14-0-39 26.42%),34 (0.64),←,
23,"Eishold, Simon",26y 155d,82 (53-1-28 65.24%),50 (0.61),5 (1-0-4 20.00%),
37,"Esler, Ty",21y 352d,12 (1-0-11 8.33%),,←,
30,"Free, Tony",24y 62d,109 (31-0-78 28.44%),36 (0.33),←,
25,"Gale, Brendon",25y 41d,77 (22-0-55 28.57%),70 (0.91),←,
11,"Hernaman, Wayne",21y 105d,17 (4-0-13 23.53%),7 (0.41),←,
34,"Hogg, Jeff",26y 317d,144 (41-0-103 28.47%),306 (2.13),←,
31,"Howat, John",23y 44d,39 (14-0-25 35.90%),10 (0.26),19 (4-0-15 21.05%),
33,"Knights, Matthew",22y 327d,109 (30-0-79 27.52%),74 (0.68),←,
4,"Lambert, Craig",24y 327d,123 (33-0-90 26.83%),53 (0.43),←,
5,"Lennon, Bruce",22y 270d,28 (6-0-22 21.43%),7 (0.25),←,
6,"Naish, Chris",21y 335d,62 (16-0-46 25.81%),91 (1.47),←,
7,"Prescott, Ashley",20y 351d,2 (0-0-2 0.00%),,←,
12,"Richardson, Matthew",18y 162d,14 (3-0-11 21.43%),31 (2.21),←,
10,"Scott, Allister",22y 65d,19 (3-0-16 15.79%),10 (0.53),←,
46,"Thiessen, James",19y 199d,7 (0-0-7 0.00%),3 (0.43),←,
41,"Turner, Scott",23y 89d,55 (13-0-42 23.64%),20 (0.36),←,
3,"Weightman, Dale",33y 329d,274 (118-2-154 43.43%),344 (1.26),←,
20,"Young, Barry",23y 63d,53 (19-0-34 35.85%),23 (0.43),←,
Totals,Totals,23y 134d,1298 (425-3-870 32.74%),1176 (0.91),,
C,"Northey, John",50y 60d,209 (100-1-108 48.09%),,20 (4-0-16 20.00%),
