Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
44,"Bock, Nathan",28y 28d,116 (60-0-56 51.72%),57 (0.49),3 (0-0-3 0.00%),
3,"Brennan, Jared",26y 263d,122 (55-3-64 46.31%),76 (0.62),3 (0-0-3 0.00%),1 (0.33)
27,"Coad, Michael",27y 216d,2 (0-0-2 0.00%),,←,
23,"Dixon, Charlie",20y 206d,3 (0-0-3 0.00%),2 (0.67),←,
17,"Fraser, Josh",29y 102d,202 (110-1-91 54.70%),158 (0.78),2 (0-0-2 0.00%),2 (1.00)
47,"Gorringe, Daniel",18y 319d,2 (0-0-2 0.00%),1 (0.50),←,
5,"Harbrow, Jarrod",22y 273d,73 (40-1-32 55.48%),21 (0.29),3 (0-0-3 0.00%),
21,"Harris, Daniel",28y 342d,152 (72-2-78 48.03%),45 (0.30),3 (0-0-3 0.00%),1 (0.33)
7,"Hunt, Karmichael",24y 151d,3 (0-0-3 0.00%),,←,
6,"Magin, Alik",20y 4d,3 (0-0-3 0.00%),1 (0.33),←,
32,"Matera, Brandon",19y 37d,3 (0-0-3 0.00%),3 (1.00),←,
18,"McKenzie, Trent",19y 14d,3 (0-0-3 0.00%),,←,
41,"Prestia, Dion",18y 187d,3 (0-0-3 0.00%),,←,
35,"Rischitelli, Michael",25y 99d,114 (49-3-62 44.30%),47 (0.41),3 (0-0-3 0.00%),
8,"Russell, Luke",19y 83d,1 (0-0-1 0.00%),,←,
26,"Shaw, Matt",19y 71d,1 (0-0-1 0.00%),1 (1.00),←,
2,"Smith, Zac",21y 54d,3 (0-0-3 0.00%),3 (1.00),←,
25,"Stanley, Danny",23y 58d,8 (1-0-7 12.50%),4 (0.50),3 (0-0-3 0.00%),4 (1.33)
24,"Swallow, David",18y 149d,3 (0-0-3 0.00%),2 (0.67),←,
48,"Tape, Seb",18y 254d,3 (0-0-3 0.00%),,←,
20,"Toy, Josh",18y 364d,2 (0-0-2 0.00%),,←,
4,"Weller, Maverick",19y 63d,2 (0-0-2 0.00%),,←,
Totals,Totals,22y 52d,824 (387-10-427 46.97%),421 (0.51),,
C,"McKenna, Guy",41y 341d,3 (0-0-3 0.00%),,←,
