Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
41 ↑,"Ah Chee, Brendon",3,1,4,7,,,,5.0,,,,,,,,4.0,3.0,1.0,,1.0,,,32.0
15,"Amon, Karl",8,3,4,12,,,,2.0,1.0,3.0,,,1.0,,,1.0,11.0,,1.0,,,,68.0
1,"Boak, Travis",6,2,21,27,,,,8.0,1.0,4.0,5.0,3.0,1.0,1.0,,12.0,14.0,,,,,1.0,80.0
5,"Broadbent, Matthew",20,7,6,26,,,,2.0,10.0,3.0,1.0,1.0,,,1.0,5.0,19.0,,,1.0,2.0,,93.0
17,"Clurey, Tom",4,2,6,10,,,,1.0,2.0,1.0,1.0,1.0,,,,4.0,7.0,1.0,,5.0,1.0,,93.0
7,"Ebert, Brad",12,3,8,20,,,1.0,4.0,1.0,,4.0,3.0,,1.0,,7.0,9.0,,1.0,1.0,,1.0,79.0
9,"Gray, Robbie",9,3,14,23,2,1.0,,3.0,1.0,4.0,7.0,2.0,,1.0,,14.0,12.0,1.0,3.0,3.0,,,89.0
8,"Hartlett, Hamish",9,,5,14,,,,4.0,,3.0,4.0,1.0,,,,8.0,5.0,,,2.0,,1.0,80.0
36,"Hombsch, Jack",7,6,3,10,,,,4.0,5.0,,,2.0,,,,4.0,7.0,,,7.0,,,93.0
24,"Impey, Jarman",9,1,5,14,1,1.0,,2.0,1.0,2.0,3.0,3.0,,,,7.0,4.0,,,,,,71.0
23 ↓,"Lobbe, Matthew",,,3,3,,,9.0,2.0,,,,1.0,,1.0,,2.0,1.0,,,,,,58.0
6,"Monfries, Angus",12,7,11,23,1,,,7.0,,7.0,3.0,2.0,,,,9.0,14.0,,2.0,,,,87.0
3,"Neade, Jake",4,1,8,12,,,,5.0,1.0,,1.0,,,,,6.0,7.0,,,,,1.0,81.0
13,"OShea, Cameron",6,1,3,9,,,,,3.0,1.0,,,,,,1.0,8.0,,,5.0,,,89.0
29,"Pittard, Jasper",9,4,5,14,,1.0,,1.0,2.0,1.0,,6.0,,3.0,,4.0,9.0,1.0,1.0,2.0,,,83.0
4,"Ryder, Paddy",8,4,5,13,,,35.0,2.0,,7.0,3.0,1.0,1.0,,,6.0,6.0,1.0,,2.0,,,99.0
28,"Schulz, Jay",10,6,5,15,1,,,3.0,,5.0,,,1.0,,,4.0,8.0,,1.0,1.0,,,95.0
14,"Stewart, Paul",4,1,3,7,,,,4.0,1.0,,,1.0,,1.0,,1.0,6.0,,,4.0,,,81.0
12,"Trengove, Jackson",6,3,7,13,,,4.0,2.0,2.0,1.0,,2.0,1.0,,,5.0,7.0,,,4.0,,,86.0
39,"Westhoff, Justin",14,6,12,26,1,1.0,5.0,8.0,1.0,3.0,4.0,1.0,,,,8.0,16.0,,,2.0,,1.0,93.0
16,"Wines, Ollie",17,3,16,33,,,2.0,10.0,2.0,5.0,8.0,3.0,2.0,,3.0,17.0,16.0,,,1.0,1.0,1.0,76.0
20,"Wingard, Chad",18,6,3,21,3,3.0,,2.0,,5.0,4.0,4.0,,,,8.0,11.0,1.0,4.0,,,2.0,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,195,70,157,352,9,12.0,56.0,81.0,34.0,55.0,48.0,37.0,7.0,8.0,4.0,137.0,200.0,6.0,13.0,41.0,4.0,8.0,
Opposition,Opposition,214,64,179,393,9,9.0,68.0,90.0,41.0,50.0,58.0,47.0,8.0,7.0,2.0,159.0,213.0,6.0,5.0,50.0,2.0,6.0,
