Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
5,"Bruhn, Tanner",19y 52d,6 (1-0-5 16.67%),3 (0.50),←,
3,"Coniglio, Stephen",27y 215d,153 (70-1-82 46.08%),84 (0.55),←,
13,"Cumming, Isaac",22y 341d,27 (12-1-14 46.30%),1 (0.04),←,
16,"Daniels, Brent",22y 131d,59 (33-0-26 55.93%),21 (0.36),←,
1,"Davis, Phil",30y 322d,184 (90-3-91 49.73%),7 (0.04),166 (79-3-84 48.49%),6 (0.04)
31,"Finlayson, Jeremy",25y 159d,66 (36-3-27 56.82%),90 (1.36),←,
30,"Flynn, Matt",23y 308d,12 (3-1-8 29.17%),5 (0.42),←,
12,"Green, Tom",20y 176d,21 (10-1-10 50.00%),8 (0.38),←,
19,"Haynes, Nick",29y 61d,159 (76-4-79 49.06%),9 (0.06),←,
27,"Himmelberg, Harry",25y 71d,98 (57-2-39 59.18%),115 (1.17),←,
23,"Hogan, Jesse",26y 156d,94 (42-0-52 44.68%),180 (1.91),4 (1-0-3 25.00%),10 (2.50)
2,"Hopper, Jacob",24y 162d,101 (58-2-41 58.42%),38 (0.38),←,
39,"Idun, Connor",20y 354d,19 (8-1-10 44.74%),,←,
22,"Kelly, Josh",26y 156d,149 (81-3-65 55.37%),97 (0.65),←,
40,"Kennedy, Adam",29y 6d,127 (50-1-76 39.76%),13 (0.10),←,
38,"Lloyd, Daniel",29y 150d,61 (32-4-25 55.74%),49 (0.80),←,
33,"OHalloran, Xavier",21y 7d,14 (6-1-7 46.43%),4 (0.29),←,
36,"Perryman, Harry",22y 211d,63 (31-1-31 50.00%),17 (0.27),←,
50,"Reid, Sam",31y 253d,105 (56-4-45 55.24%),32 (0.30),95 (50-4-41 54.74%),31 (0.33)
28,"Sproule, Zach",23y 67d,6 (2-0-4 33.33%),7 (1.17),←,
14,"Taranto, Tim",23y 171d,91 (51-2-38 57.14%),33 (0.36),←,
15,"Taylor, Sam",22y 74d,46 (28-0-18 60.87%),1 (0.02),←,
8,"Ward, Callan",31y 99d,241 (107-4-130 45.23%),119 (0.49),181 (75-4-102 42.54%),86 (0.48)
Totals,Totals,25y 66d,1902 (940-39-923 49.42%),933 (0.49),,
C,"Cameron, Leon",48y 319d,177 (94-4-79 54.24%),,←,
