Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 126d,51 (21-1-29 42.16%),28 (0.55),←,
35,"Baxter, Darren",26y 40d,87 (39-2-46 45.98%),10 (0.11),←,
18,"Cameron, Leon",18y 238d,24 (13-0-11 54.17%),8 (0.33),←,
1,"Charles, Justin",20y 212d,14 (7-0-7 50.00%),4 (0.29),←,
20,"Coleman, Glenn",30y 84d,150 (81-1-68 54.33%),84 (0.56),25 (13-0-12 52.00%),20 (0.80)
22,"Cullen, Mark",22y 217d,28 (11-0-17 39.29%),17 (0.61),←,
26,"Del-Re, Danny",23y 75d,19 (9-0-10 47.37%),29 (1.53),←,
12,"Eppelstun, Greg",24y 163d,84 (42-1-41 50.60%),1 (0.01),←,
45,"Ford, Michael",28y 199d,85 (42-1-42 50.00%),18 (0.21),←,
32,"Foster, Peter",30y 330d,133 (70-2-61 53.38%),51 (0.38),126 (67-2-57 53.97%),49 (0.39)
7,"Hawkins, Doug",30y 358d,248 (99-3-146 40.52%),140 (0.56),←,
10,"Hunter, Mark",25y 237d,44 (18-1-25 42.05%),2 (0.05),←,
4,"Kellett, Nigel",21y 131d,9 (3-0-6 33.33%),,←,
21,"Kolyniuk, Steven",20y 297d,36 (17-1-18 48.61%),39 (1.08),←,
31,"Krakouer, Phil",31y 103d,143 (80-3-60 56.99%),227 (1.59),2 (1-0-1 50.00%),3 (1.50)
39,"Liberatore, Tony",25y 76d,42 (24-0-18 57.14%),24 (0.57),←,
27,"Macpherson, Stephen",26y 147d,124 (58-2-64 47.58%),132 (1.06),←,
33,"Royal, Brian",29y 137d,163 (85-2-76 52.76%),215 (1.32),←,
24,"Wallis, Stephen",26y 183d,172 (87-2-83 51.16%),40 (0.23),←,
15,"Wynd, Scott",21y 93d,40 (17-0-23 42.50%),6 (0.15),←,
Totals,Totals,25y 118d,1696 (823-22-851 48.53%),1075 (0.63),,
C,"Wheeler, Terry",36y 46d,27 (14-0-13 51.85%),,←,
